PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
90869,108725,10268,0,10,78,0,
37219,108671,11327,0,9,85,7,
86042,315,11327,0,9,82,2,
88825,108629,8156,0,9,99,5,
87253,110067,11405,0,4,103,3,
87728,108658,11405,0,9,7,8,
87277,110079,11405,0,9,9,4,
86249,108691,11405,0,9,86,0,
36168,108685,11327,0,9,82,3,
86587,315,11327,0,9,88,4,
86512,108682,8156,0,9,104,2,
88644,110087,11405,0,4,101,6,
86397,108676,11405,0,4,77,3,
91941,108670,11405,0,9,8,4,
88207,110049,11405,0,9,83,0,
35935,108693,11327,0,9,85,8,
87546,315,11327,0,9,77,7,
86553,107278,8156,0,9,101,7,
96428,108685,12369,0,9,106,4,
86987,108551,8156,0,9,104,3,
87387,108676,11405,0,4,108,7,
87041,108634,11405,0,9,9,5,
87125,110061,11405,0,9,82,0,
35960,108675,11327,0,9,84,4,
86451,315,11327,0,9,87,3,
87170,315,11327,0,9,105,2,
87833,108673,8156,0,9,99,9,
87097,108682,11405,0,4,105,4,
86614,108670,11405,0,9,10,4,
86931,108679,11405,0,9,83,0,
35946,108673,11327,0,9,81,2,
35938,108700,11327,0,9,87,3,
87961,315,11327,0,9,84,7,
89180,111407,8156,0,10,102,8,
87190,108691,11405,0,4,104,5,
86375,107300,11405,0,9,8,4,
87775,108688,11405,0,9,79,0,
87635,108588,11405,0,9,81,0,
36034,108552,11327,0,9,78,7,
89941,315,11327,0,9,76,9,
87345,108683,8156,0,9,100,6,
86862,108572,11405,0,4,98,5,
86844,108521,11405,0,9,11,3,
87834,107247,11405,0,9,8,6,
86568,107300,11405,0,9,84,0,
35970,108685,11327,0,9,85,4,
86834,315,11327,0,9,85,7,
88167,108694,8156,0,9,101,7,
87650,108667,11405,0,4,101,6,
86594,108670,11405,0,4,81,4,
87888,110066,11405,0,9,9,5,
87140,108676,11405,0,9,85,0,
35961,108488,11327,0,9,86,10,
86985,315,11327,0,9,82,7,
87558,108613,8156,0,9,102,2,
86616,108646,8156,0,9,112,3,
87269,108691,11405,0,4,110,4,
86599,108632,11405,0,9,7,3,
87290,109967,11405,0,9,83,0,
35896,108652,11327,0,9,80,3,
86882,315,11327,0,9,81,4,
86498,315,11327,0,9,103,3,
87740,108687,8156,0,9,102,3,
86632,108502,11405,0,4,101,4,
87619,110058,11405,0,9,10,6,
86595,107306,11405,0,9,76,0,
35930,108524,11327,0,9,92,3,
35894,111494,11327,0,9,87,6,
88010,315,11327,0,9,75,6,
89495,110028,8156,0,9,103,9,
86689,108646,11405,0,4,103,2,
86656,107240,11405,0,9,9,5,
87509,108670,11405,0,9,79,0,
86794,108664,11405,0,9,78,0,
35999,110017,11327,0,9,84,2,
87231,315,11327,0,9,85,6,
86503,107305,8156,0,9,103,4,
88850,108675,11405,0,4,100,9,
87269,108695,11405,0,9,9,6,
97992,108575,15976,0,10,84,8,
86797,108567,11405,0,9,83,0,
35983,108668,11327,0,9,83,4,
87667,315,11327,0,9,81,3,
88112,108682,8156,0,9,104,6,
86492,108634,11405,0,4,98,3,
87536,108691,11405,0,9,7,7,
86950,108488,11405,0,9,9,4,
87503,108655,11405,0,9,85,0,
35956,108685,11327,0,9,86,4,
86066,315,11327,0,9,78,3,
87157,108671,8156,0,9,101,5,
87319,110055,11405,0,4,104,3,
86115,108682,11405,0,4,82,6,
87650,108488,11405,0,9,11,8,
87956,108616,11405,0,9,79,0,
35956,109996,11327,0,9,83,4,
87127,315,11327,0,9,87,6,
86957,108664,8156,0,9,112,3,
87464,110049,8156,0,9,93,5,
86868,108676,11405,0,4,98,3,
86311,109867,11405,0,9,9,3,
87241,107214,11405,0,9,83,0,
35938,108629,11327,0,9,81,8,
86072,315,11327,0,9,77,2,
87230,315,11327,0,9,103,5,
87588,108646,8156,0,9,100,3,
86906,108639,11405,0,4,108,5,
88630,110087,11405,0,9,7,5,
86780,108676,11405,0,9,85,0,
36003,110076,11327,0,9,85,7,
35900,108687,11327,0,9,80,3,
86805,315,11327,0,9,84,6,
86521,108691,8156,0,9,103,4,
86671,108661,11405,0,4,108,3,
87265,109867,11405,0,9,7,6,
87148,108685,11405,0,9,85,0,
87766,109977,11405,0,9,84,0,
35966,108687,11327,0,9,83,2,
86933,315,11327,0,9,83,4,
88350,110019,8156,0,9,101,8,
86631,108672,11405,0,4,107,3,
86884,108580,11405,0,9,9,3,
87045,108670,11405,0,9,7,5,
88820,110061,11405,0,9,78,0,
36008,108688,11327,0,9,86,4,
87097,315,11327,0,9,86,4,
88543,109891,8156,0,9,98,8,
86534,108681,11405,0,4,99,4,
86929,108682,11405,0,4,77,7,
87006,107219,11405,0,9,8,8,
85944,108481,11405,0,9,80,0,
35962,108664,11327,0,9,84,7,
87256,315,11327,0,9,84,6,
87525,108681,8156,0,9,99,7,
88514,108646,8156,0,9,108,6,
87430,108607,11405,0,4,100,2,
87311,108648,11405,0,9,10,2,
88526,108652,11405,0,9,81,0,
36000,110033,11327,0,9,80,2,
86220,315,11327,0,9,85,3,
99754,315,11327,0,9,109,8,
86776,315,11327,0,9,98,4,
86793,108691,8156,0,9,103,2,
87153,108616,11405,0,4,100,2,
86527,108653,11405,0,9,9,5,
87174,108676,11405,0,9,83,0,
35991,110067,11327,0,9,81,2,
35929,110063,11327,0,9,80,5,
86689,315,11327,0,9,80,6,
85941,107303,8156,0,9,96,2,
86435,107294,11405,0,4,100,4,
87029,108595,11405,0,9,11,4,
87658,108622,11405,0,9,81,0,
87216,108628,11405,0,9,85,0,
36063,108691,11327,0,9,87,4,
88041,315,11327,0,9,81,7,
86665,108554,8156,0,9,105,3,
87274,107284,11405,0,4,98,5,
88439,111509,11405,0,9,9,4,
86080,108684,11405,0,9,9,2,
86076,108676,11405,0,9,82,0,
36011,110060,11327,0,9,78,7,
87180,315,11327,0,9,92,5,
87383,108652,8156,0,9,101,7,
87600,110009,11405,0,4,97,3,
85642,108690,11405,0,4,81,3,
87965,110004,11405,0,9,7,5,
86536,108685,11405,0,9,84,0,
35938,108670,11327,0,9,81,3,
85660,315,11327,0,9,83,3,
86563,108525,8156,0,9,105,3,
87855,111489,8156,0,9,102,4,
86440,108654,11405,0,4,105,4,
86664,108618,11405,0,9,7,3,
88282,108676,11405,0,9,83,0,
35990,111477,11327,0,9,90,5,
87315,315,11327,0,9,78,6,
87122,315,11327,0,9,100,7,
87806,110070,8156,0,9,107,6,
87893,108616,11405,0,4,108,6,
88167,108674,11405,0,9,10,9,
87353,110049,11405,0,9,91,0,
35883,108689,11327,0,9,83,2,
35954,110063,11327,0,9,82,5,
87208,315,11327,0,9,85,8,
88305,110089,8156,0,9,96,3,
86384,107279,11405,0,4,101,5,
87563,110065,11405,0,9,7,3,
86284,108679,11405,0,9,91,0,
86677,110084,11405,0,9,88,0,
36373,110068,11327,0,9,81,3,
88317,315,11327,0,9,74,7,
87496,111491,8156,0,9,112,4,
86588,108701,11405,0,4,108,4,
87361,108600,11405,0,9,10,3,
99395,110035,15689,0,9,9,6,
85972,107310,11405,0,9,10,3,
87001,108690,11405,0,9,85,0,
35988,108679,11327,0,9,85,6,
87277,315,11327,0,9,80,4,
86707,108679,8156,0,9,106,5,
86184,108676,11405,0,4,100,3,
86551,110093,11405,0,4,82,2,
86979,107261,11405,0,9,9,4,
87118,108679,11405,0,9,80,0,
36014,108679,11327,0,9,86,6,
86743,315,11327,0,9,77,3,
86922,107200,8156,0,9,98,4,
85559,107286,8156,0,9,98,3,
88116,108692,11405,0,4,101,8,
87213,108631,11405,0,9,9,8,
86289,108634,11405,0,9,79,0,
35987,108664,11327,0,9,80,4,
87073,315,11327,0,9,85,7,
87435,315,11327,0,9,102,7,
86785,108691,8156,0,9,98,2,
88591,108623,11405,0,4,101,8,
86972,110111,11405,0,9,7,5,
85738,108453,11405,0,9,84,0,
35938,110085,11327,0,9,80,3,
35866,110001,11327,0,9,84,4,
86237,315,11327,0,9,83,3,
85647,107268,8156,0,9,103,2,
87122,108670,11405,0,4,104,5,
88469,110061,11405,0,9,7,6,
86961,108697,11405,0,9,82,0,
86896,108676,11405,0,9,81,0,
35932,107109,11327,0,9,85,4,
86027,315,11327,0,9,85,3,
87516,108676,8156,0,9,107,7,
86665,109884,11405,0,4,100,3,
87708,108647,11405,0,9,9,5,
86541,108669,11405,0,9,8,2,
86802,108690,11405,0,9,83,0,
36031,107304,11327,0,9,82,3,
86088,315,11327,0,9,80,2,
86874,108691,8156,0,9,102,6,
86573,108691,11405,0,4,104,4,
85875,107324,11405,0,4,82,5,
87618,110077,11405,0,9,7,3,
86166,107206,11405,0,9,82,0,
35973,108669,11327,0,9,84,8,
88114,315,11327,0,9,87,6,
