PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
38179709,164636868,0,14816,93,126,44,49068856,0,0,0,
38299014,164749084,0,18082,60,48,59,48819088,0,0,0,
38197429,164232037,0,22548,59,39,40,48902077,0,0,0,
38204289,164195441,0,21335,61,28,40,48901053,0,0,0,
38215017,164155404,0,21716,63,74,44,48926780,0,0,0,
38097535,163889359,0,20939,62,37,42,48821071,0,0,0,
38132818,164031536,0,17461,62,18,97,48914263,0,0,0,
39035610,166725854,0,16017,63,23,68,48821699,0,0,0,
40494866,170597689,0,21294,62,14,107,48772479,0,0,0,
41895592,174877346,0,21665,63,44,112,48866730,0,0,0,
43278963,178406077,0,20378,63,26,111,48813068,0,0,0,
44647699,182706286,0,17683,62,42,112,48799415,0,0,0,
46082807,186666661,0,17639,61,74,112,48758453,0,0,0,
47552631,190916009,0,19273,62,9,111,48720474,0,0,0,
48924517,194662092,0,20530,61,33,108,48800393,0,0,0,
39600704,168160870,0,23431,52,12,111,48172810,0,0,0,
39682214,168646192,0,23181,51,44,111,47020591,0,0,0,
39727902,168660157,3,23799,236,15,305,45920865,0,3,0,
39647575,168752515,0,22451,52,57,122,44724047,0,0,0,
39724669,168623537,0,23068,54,24,113,43621487,0,0,0,
39648787,168257257,0,24542,53,71,113,42459153,0,0,0,
39886127,169075665,0,20730,69,26,111,41889068,0,0,0,
49639389,196780615,0,23954,111,30,113,41759378,0,0,0,
49687425,197319486,0,23722,112,89,116,41845241,0,0,0,
49688736,197374282,0,19668,152,86,156,41905501,0,0,0,
49569758,196731132,0,19146,113,66,114,41715341,0,0,0,
49565457,197099926,0,20517,116,48,115,41745950,0,0,0,
