PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
337533036,1399438274,0,12024,303,345,368,477410978,0,0,0,
342016709,1411830373,0,12819,362,463,471,477629868,0,0,0,
346321003,1424418224,0,12592,303,287,415,477132984,0,0,0,
338820320,1394522587,0,11358,292,301,415,479069238,0,0,0,
348375867,1429226465,0,12479,303,293,404,477583347,0,0,0,
338815020,1407325063,0,12116,417,847,597,473959393,0,0,0,
348767411,1431174110,0,12690,351,280,432,472580369,0,0,0,
348783368,1430682548,0,12346,347,318,413,472400039,0,0,0,
338817862,1403219216,0,12094,351,335,413,481912277,0,0,0,
338777368,1399208575,0,12966,362,572,420,482401987,0,0,0,
338798779,1390531408,0,11121,353,319,419,481808842,0,0,0,
338214950,1390238136,0,12137,352,254,378,481839489,0,0,0,
333319167,1388620122,2,19355,558,362,343,482237580,0,2,0,
332463111,1387453570,0,12470,335,302,346,480470198,0,0,0,
333218332,1388650859,0,12100,302,269,343,476911140,0,0,0,
336280503,1396698797,0,11669,301,301,390,477176043,0,0,0,
341310509,1406934664,0,12000,312,375,419,478768504,0,0,0,
343381089,1416795559,0,11805,301,381,407,476817199,0,0,0,
338815975,1403951432,0,12150,305,503,414,476990196,0,0,0,
338808907,1402440196,0,12242,290,327,413,472629919,0,0,0,
338781955,1402303333,0,11325,306,313,407,472164978,0,0,0,
348747023,1429528205,0,12488,350,319,412,472008607,0,0,0,
348784323,1430318169,0,11252,346,298,464,472266697,0,0,0,
338800877,1392928611,0,12637,352,271,420,478366246,0,0,0,
348779747,1431490019,0,12376,347,244,408,472714593,0,0,0,
338809781,1403415836,0,11652,351,323,413,481941473,0,0,0,
338812842,1399873783,0,12506,354,455,416,481476963,0,0,0,
338804458,1391085530,0,11066,354,279,418,481615846,0,0,0,
338816714,1391154340,0,12321,356,371,418,481518374,0,0,0,
336277078,1391116916,0,12091,408,324,435,481628498,0,0,0,
337937669,1396419447,0,12052,355,285,345,480385765,0,0,0,
334891826,1391342635,0,12347,356,338,343,481589935,0,0,0,
334868306,1391362959,0,10849,328,241,344,480778088,0,0,0,
335263773,1391982250,0,12636,299,316,340,477971035,0,0,0,
335033199,1391632439,0,12151,300,369,345,477925785,0,0,0,
336639423,1402369064,0,12758,365,441,368,474927763,0,0,0,
345750637,1420353631,0,12651,305,281,415,478389298,0,0,0,
348542410,1429247736,0,11017,300,288,409,477836738,0,0,0,
338821511,1400886433,0,12385,292,301,412,475048197,0,0,0,
338782527,1401055780,0,11553,296,279,415,472686661,0,0,0,
338768077,1401737438,0,12213,306,320,412,471977470,0,0,0,
348782334,1430229610,0,12398,351,263,473,472247224,0,0,0,
348777445,1430019233,0,11647,348,328,410,472250245,0,0,0,
338781040,1390181522,5,15151,467,671,598,477312888,0,5,0,
348765179,1435369560,0,11344,350,255,428,474065675,0,0,0,
338816707,1402048125,0,12320,351,256,412,481546604,0,0,0,
338817804,1401001211,0,12941,355,325,417,481084625,0,0,0,
338813715,1400087927,0,11542,350,281,412,481259906,0,0,0,
338816770,1393124819,0,12221,352,296,416,481243125,0,0,0,
338796895,1393117506,0,11716,362,284,424,481122430,0,0,0,
338814852,1396830638,0,12623,352,400,414,480293175,0,0,0,
338813790,1391778524,0,12553,362,451,424,481453596,0,0,0,
330689276,1384139353,0,12144,350,332,379,483319038,0,0,0,
333684467,1389439293,0,12470,330,313,345,479067729,0,0,0,
335461632,1392299409,0,10693,299,254,340,478151952,0,0,0,
337245612,1395015742,0,13311,360,297,401,479184252,0,0,0,
340382448,1400234161,0,12084,301,265,340,480784923,0,0,0,
334708425,1391558103,0,13118,302,366,375,477626011,0,0,0,
359225200,1443383239,0,12551,327,277,418,477750198,0,0,0,
343956169,1360727678,0,12315,345,311,403,485154114,0,0,0,
336644196,1394549444,0,13141,299,520,344,478818259,0,0,0,
335490697,1392516003,0,12001,302,318,370,478168874,0,0,0,
339053156,1402875183,0,12468,358,262,464,477884877,0,0,0,
344126098,1405559056,0,12170,300,343,385,482886344,0,0,0,
337261176,1396942798,0,11574,301,260,367,478289002,0,0,0,
340297206,1403341916,0,12059,299,337,411,479156055,0,0,0,
341609834,1406741251,0,10893,301,252,413,479317184,0,0,0,
342608902,1411052015,0,12794,301,295,410,478538591,0,0,0,
345182855,1420083861,0,13188,306,390,414,477869124,0,0,0,
338814395,1407876873,0,11423,290,268,408,475470888,0,0,0,
338799475,1401729764,2,12386,313,330,620,472029229,0,2,0,
348778468,1427332809,0,11164,353,381,417,471219283,0,0,0,
368706508,1424948229,0,13654,379,347,442,471624728,0,0,0,
348770607,1435893672,0,12205,346,242,407,474092336,0,0,0,
338800294,1403568921,0,12689,353,279,434,481810034,0,0,0,
338811562,1390475167,0,12624,354,290,416,483542005,0,0,0,
338777746,1395513767,0,11900,357,347,418,480545870,0,0,0,
338811465,1395838562,0,13249,360,377,421,480412602,0,0,0,
336806231,1391714499,0,12135,357,315,388,481444580,0,0,0,
336093053,1392859392,0,12046,358,315,341,481130492,0,0,0,
336116569,1393357729,0,14388,370,1081,350,481044518,0,0,0,
336017573,1393200035,0,11336,354,267,344,481127561,0,0,0,
336982486,1394684163,0,12536,332,311,343,479378440,0,0,0,
342597391,1403307208,0,12260,327,265,346,479654963,0,0,0,
335293148,1392009922,0,12282,330,281,342,480686656,0,0,0,
332810084,1387967837,0,13343,318,569,358,476735327,0,0,0,
335389218,1397593002,0,11291,300,250,420,475596248,0,0,0,
343166606,1415179922,0,12683,302,319,417,477537218,0,0,0,
347403192,1426052370,0,10999,300,256,404,477677387,0,0,0,
338782068,1400931065,0,12484,291,303,411,475680412,0,0,0,
338817456,1401580745,0,12500,293,268,410,472689959,0,0,0,
338810251,1402123166,0,11873,307,337,412,471932734,0,0,0,
348779644,1428592839,0,12389,348,431,409,471759535,0,0,0,
348741759,1431143334,0,11674,404,422,466,472436984,0,0,0,
338812728,1407528196,0,13286,358,377,420,483494389,0,0,0,
338798824,1388600151,0,12326,349,289,417,483194709,0,0,0,
338814692,1403205434,0,11999,355,362,413,478466551,0,0,0,
338779499,1391601666,0,12905,355,236,418,481452709,0,0,0,
337646989,1390007288,0,11233,352,272,380,481940075,0,0,0,
335581529,1392543067,0,13339,416,316,349,481175889,0,0,0,
335149699,1391900245,0,12416,356,285,348,481499166,0,0,0,
334403477,1390554598,0,12196,331,347,348,479856494,0,0,0,
333995800,1390140136,0,13188,308,459,344,477359124,0,0,0,
340946757,1400450576,0,11252,299,233,341,481196802,0,0,0,
335392293,1392242678,0,12639,302,274,349,478073666,0,0,0,
336381865,1395468309,0,11758,300,320,455,477766514,0,0,0,
340192291,1407758634,0,11661,301,278,407,477185103,0,0,0,
345300140,1420611809,0,12133,301,301,407,477585138,0,0,0,
338804837,1402912810,0,11201,292,283,415,476796154,0,0,0,
338763911,1399884133,0,12782,291,333,412,474131557,0,0,0,
338794248,1404500077,0,11595,308,462,412,472862049,0,0,0,
348778700,1436918004,0,12048,348,366,410,474339134,0,0,0,
338802351,1405617068,0,12774,378,306,446,483123428,0,0,0,
338814036,1391739219,0,11621,350,339,414,481913100,0,0,0,
338811208,1390496621,0,12802,424,383,424,481774240,0,0,0,
