PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
142670855,311864157,11,2180872,59,333,59,41587780,0,11,0,
142680826,311990848,11,2157252,54,889,53,41607777,0,11,0,
132693864,322656010,11,2158553,62,927,58,43978388,0,11,0,
131602019,324439025,10,2152167,48,780,36,44321769,0,10,0,
139288168,324384679,10,2174130,47,834,17,44302379,0,10,0,
142511359,324309303,10,2175530,17,825,25,44284768,0,10,0,
142653136,324474066,12,2167865,31,377,67,43037469,0,12,0,
142681726,319901423,10,2172295,51,395,51,41607215,0,10,0,
142588368,312005963,10,2172702,48,320,43,41613379,0,10,0,
140631536,314139624,9,2163011,48,841,46,42091245,0,9,0,
131604316,324512577,11,2161880,52,844,45,44324568,0,11,0,
131608306,324602538,10,2169316,49,909,17,44337870,0,10,0,
142690096,324553230,9,2175825,18,763,18,44361174,0,9,0,
142649949,324478490,11,2170048,19,462,34,44315759,0,11,0,
142651497,324460159,11,2171228,33,387,52,41945464,0,11,0,
142660481,314986368,10,2161475,48,449,48,41607681,0,10,0,
142659723,312021510,10,2167767,46,454,43,41613036,0,10,0,
135976198,319158478,11,2158035,56,1044,54,43209639,0,11,0,
131601801,324585211,9,2147513,44,1079,33,44344592,0,9,0,
136313519,324542129,11,2172880,49,1008,16,44327678,0,11,0,
142656475,324486839,9,2175802,18,790,26,44319991,0,9,0,
142649645,324485672,10,2165293,29,299,45,43716295,0,10,0,
142700677,322992466,11,2176542,50,357,48,41610304,0,11,0,
142656323,311967827,9,2181654,46,324,45,41603213,0,9,0,
142722874,311921464,10,2158623,45,902,42,41599997,0,10,0,
131599327,328374182,12,2190815,65,857,65,44960691,0,12,0,
131605826,324412774,1,2168279,42,704,10,44299455,0,1,0,
142334787,324522443,1,2176111,28,734,10,44321248,0,1,0,
142566572,324395867,1,2170032,14,665,24,44301286,0,1,0,
142549634,324404014,0,2178117,25,333,34,42305174,0,0,0,
142609349,316747351,0,2162618,34,331,32,41612862,0,0,0,
142575833,312032283,0,2167211,34,380,32,41608748,0,0,0,
137728463,317293420,0,2152995,34,817,32,42774625,0,0,0,
131603846,324426501,0,2164656,34,853,23,44302378,0,0,0,
134259607,324431607,1,2165510,40,1148,10,44308100,0,1,0,
142598952,324455346,1,2159802,14,933,20,44310991,0,1,0,
142658595,324592957,0,2187281,21,411,32,44235904,0,0,0,
142536142,324426774,0,2165755,35,314,33,41624535,0,0,0,
142515158,312088847,0,2189577,36,282,34,41620366,0,0,0,
142615393,312024324,1,2166626,43,377,41,41613857,0,1,0,
133782515,321497667,1,2150092,44,737,42,43723443,0,1,0,
131603416,324497550,1,2158997,40,836,27,44323933,0,1,0,
138207440,324399576,0,2165555,26,734,10,44299768,0,0,0,
142718978,324582814,0,2170982,14,791,21,44329308,0,0,0,
142668071,324627724,0,2179116,23,308,33,43266672,0,0,0,
142614245,320877142,0,2175893,36,313,34,41606769,0,0,0,
142604578,311862426,0,2173190,34,306,32,41619005,0,0,0,
141478385,313154658,0,2160182,33,954,31,41867874,0,0,0,
131604340,324422315,0,2146047,34,654,32,44302225,0,0,0,
131609647,324383003,0,2168044,34,700,10,44293942,0,0,0,
142280604,324619721,1,2166921,31,745,10,44337599,0,1,0,
142556737,324414073,0,2165996,14,631,24,44302327,0,0,0,
