PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_LL_MISS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
46246411,109561232,7,32,45,7,0,
46234334,109553826,6,30,46,6,0,
46221584,109553560,6,28,24,6,0,
46283265,109573162,9,43,49,9,0,
46234782,109560495,7,32,43,7,0,
46255473,109560618,10,43,39,10,0,
46246371,109569490,8,38,30,8,0,
46241502,109555596,10,40,33,10,0,
46279900,109571818,9,40,46,9,0,
46246526,109555073,10,39,43,10,0,
46283826,109578370,9,41,53,9,0,
46248150,109554568,6,35,51,6,0,
46224105,109509816,5,33,50,5,0,
46234269,109555779,7,37,29,7,0,
46298918,109654868,8,37,36,8,0,
46216155,109515071,6,33,37,6,0,
46257385,109563362,8,38,33,8,0,
46218248,109518235,7,35,41,7,0,
46233417,109555516,4,27,20,4,0,
46297384,109580556,10,43,77,10,0,
46249075,109553933,9,37,24,9,0,
46214396,109551095,2,22,44,2,0,
46269267,109602078,7,34,22,7,0,
46280243,109566823,8,42,78,8,0,
46238931,109549907,5,28,34,5,0,
46220640,109546674,4,24,35,4,0,
46254497,109563109,10,39,27,10,0,
46297387,109604133,8,42,36,8,0,
46288009,109564665,7,41,48,7,0,
46258716,109563164,11,48,43,11,0,
46278368,109568725,9,44,30,9,0,
46255629,109603463,7,39,32,7,0,
46256104,109562274,6,40,37,6,0,
46290229,109601942,9,41,33,9,0,
46269779,109570872,8,41,48,8,0,
46253965,109513464,9,41,30,9,0,
46257503,109566736,7,38,38,7,0,
46232655,109559063,6,33,45,6,0,
46268638,109569434,10,170,156,10,0,
46249138,109559945,9,44,23,9,0,
46269275,109606459,8,39,26,8,0,
46224882,109517215,7,41,35,7,0,
46255384,109557237,8,39,25,8,0,
46266307,109602481,6,37,36,6,0,
46181982,109544280,1,17,14,1,0,
46254065,109563241,6,34,42,6,0,
46264384,109568752,9,39,62,9,0,
46315111,109664796,10,45,35,10,0,
46195644,109501513,3,24,31,3,0,
46252292,109562971,8,37,25,8,0,
46249539,109558315,9,39,23,9,0,
46286136,109608686,10,44,50,10,0,
65237069,134007501,2,2905,43991,2,0,
46295945,109606427,10,40,58,10,0,
46271702,109607180,8,36,44,8,0,
46264484,109562775,8,39,53,8,0,
46324749,109653123,9,42,56,9,0,
46268209,109570937,7,48,28,7,0,
46237182,109561022,10,39,27,10,0,
46238980,109557299,6,34,31,6,0,
46248156,109564795,10,40,42,10,0,
46210761,109506374,3,26,30,3,0,
46261600,109560265,8,38,33,8,0,
46255072,109556564,10,41,35,10,0,
46284576,109568503,10,114,68,10,0,
46240476,109554320,6,37,29,6,0,
46265489,109563127,8,42,45,8,0,
46267815,109557220,8,45,33,8,0,
46269382,109564359,9,39,42,9,0,
46235759,109555341,10,39,24,10,0,
46276312,109600643,6,32,29,6,0,
46244161,109566403,9,37,23,9,0,
46237056,109555459,8,35,25,8,0,
46225053,109611322,6,30,48,6,0,
46305320,109607402,11,41,36,11,0,
46248484,109567521,8,37,24,8,0,
46211652,109541832,2,21,14,2,0,
46305729,109614637,8,45,46,8,0,
46242039,109557815,8,38,21,8,0,
46260128,109561552,8,41,40,8,0,
46287885,109561782,7,45,106,7,0,
46239865,109555425,8,35,31,8,0,
46254544,109563650,8,43,48,8,0,
46239157,109518451,8,45,18,8,0,
46284066,109561571,9,44,33,9,0,
46234411,109556762,7,40,32,7,0,
46233098,109515711,10,42,27,10,0,
46267752,109557088,6,34,32,6,0,
46257108,109568460,8,41,44,8,0,
46251535,109602854,8,39,29,8,0,
46288079,109570771,9,45,46,9,0,
46256152,109567152,10,42,66,10,0,
46288418,109564455,6,35,24,6,0,
46254198,109559558,8,38,23,8,0,
46245740,109564571,8,41,36,8,0,
46262590,109561559,10,43,34,10,0,
46238267,109561679,7,36,31,7,0,
46252754,109562225,8,36,31,8,0,
46233448,109562057,7,44,41,7,0,
46150976,109603488,10,42,33,10,0,
46252298,109563396,10,48,49,10,0,
46282485,109605225,7,44,41,7,0,
46270081,109566623,9,49,27,9,0,
46264437,109563774,8,41,40,8,0,
46205549,109543983,2,23,46,2,0,
46256097,109601842,8,39,37,8,0,
46275328,109610341,8,42,35,8,0,
46254489,109589141,4,32,34,4,0,
46255460,109557805,7,40,15,7,0,
46258374,109605768,7,33,35,7,0,
46263856,109568396,10,40,44,10,0,
46223189,109517963,10,41,34,10,0,
46260405,109562315,8,43,37,8,0,
46331142,109608950,8,40,54,8,0,
46270990,109581074,6,67,173,6,0,
46251312,109568399,8,38,26,8,0,
46260380,109558930,8,40,38,8,0,
46256407,109568732,8,39,38,8,0,
46234181,109555473,10,40,23,10,0,
46260736,109569239,8,40,23,8,0,
46230209,109552632,7,36,15,7,0,
46237558,109555887,4,31,34,4,0,
46249566,109594010,2,24,30,2,0,
46262278,109564468,7,36,49,7,0,
46254471,109564349,8,37,39,8,0,
46267744,109606199,8,38,34,8,0,
46226276,109485860,9,38,44,9,0,
46259644,109601884,8,37,26,8,0,
46258172,109568162,8,38,38,8,0,
46254709,109560934,9,39,28,9,0,
46260467,109569298,8,41,35,8,0,
46222234,109544620,2,23,14,2,0,
46250358,109565679,10,40,36,10,0,
46289594,109603640,9,43,38,9,0,
46295762,109618830,10,41,30,10,0,
46290965,109563109,8,41,66,8,0,
46227807,109595304,2,26,31,2,0,
46246802,109561029,8,41,33,8,0,
46268096,109603334,9,44,27,9,0,
46210730,109541238,0,14,31,0,0,
46233138,109555433,10,46,24,10,0,
46263830,109570212,8,43,41,8,0,
46227769,109554377,7,35,24,7,0,
46235503,109520768,8,42,43,8,0,
46250206,109601771,8,41,17,8,0,
46354963,109608736,8,43,79,8,0,
46263459,109563564,9,39,48,9,0,
46211474,109549189,2,23,16,2,0,
46222592,109559884,4,30,40,4,0,
46263478,109518401,11,45,29,11,0,
46255940,109568165,8,41,29,8,0,
46234620,109556210,7,38,21,7,0,
46293359,109612847,9,44,31,9,0,
46224844,109552563,6,36,27,6,0,
46253997,109534169,9,43,59,9,0,
46252482,109602473,8,39,18,8,0,
46264506,109570630,7,41,44,7,0,
46234172,109553107,7,37,31,7,0,
46276514,109606942,6,35,37,6,0,
46254714,109562768,10,43,42,10,0,
46252910,109565324,8,40,42,8,0,
46293179,109571665,9,48,57,9,0,
46271642,109562572,9,39,33,9,0,
46254783,109563005,8,37,27,8,0,
46253134,109599241,7,37,36,7,0,
46257324,109561014,8,39,50,8,0,
46245199,109560002,8,39,41,8,0,
46253535,109563046,8,41,35,8,0,
46246617,109562571,10,43,35,10,0,
64410912,134016916,6,2910,38587,6,0,
46257521,109558964,10,44,51,10,0,
46253898,109564814,8,38,41,8,0,
46246504,109600287,6,37,31,6,0,
46214898,109601279,6,30,46,6,0,
46225298,109555593,7,37,29,7,0,
46263223,109571722,6,45,47,6,0,
46241167,109556907,8,36,39,8,0,
46267436,109569489,8,40,38,8,0,
46243187,109510089,7,38,63,7,0,
46323409,109617575,10,42,67,10,0,
46243502,109562520,7,36,65,7,0,
46264000,109569676,8,40,40,8,0,
46257999,109562852,10,44,42,10,0,
46243147,109562337,8,37,25,8,0,
46201968,109562276,11,43,36,11,0,
46209774,109550262,3,26,34,3,0,
46213771,109550280,3,23,22,3,0,
46241499,109470988,10,40,33,10,0,
46268839,109564507,7,36,45,7,0,
46196101,109534043,0,13,39,0,0,
46294030,109567596,8,45,68,8,0,
46227424,109554560,7,40,43,7,0,
46283723,109566968,10,46,34,10,0,
46265129,109561873,8,46,51,8,0,
46236166,109558273,8,43,25,8,0,
46250219,109562171,7,40,40,7,0,
46231023,109555829,7,37,28,7,0,
46235123,109564149,6,33,24,6,0,
46243537,109556489,8,38,26,8,0,
46289508,109609240,7,35,32,7,0,
46236832,109599012,10,39,23,10,0,
46266168,109606556,5,28,44,5,0,
46253972,109561440,11,42,48,11,0,
46270475,109570551,9,40,32,9,0,
46219489,109550027,3,26,25,3,0,
46212220,109547098,3,26,34,3,0,
46285780,109563729,10,41,25,10,0,
46246774,109554709,10,41,43,10,0,
46271278,109614157,8,35,45,8,0,
46260768,109600863,8,37,25,8,0,
46254401,109563307,8,39,32,8,0,
46278856,109645488,7,37,46,7,0,
46282887,109570081,8,43,53,8,0,
46215507,109543322,2,23,48,2,0,
46275718,109567621,7,38,74,7,0,
46321836,109577295,11,51,64,11,0,
46239453,109586743,2,21,31,2,0,
46236255,109611841,10,38,45,10,0,
46292610,109606357,8,37,36,8,0,
46269179,109602841,6,36,38,6,0,
46246948,109554677,8,38,29,8,0,
46296226,109606120,9,40,40,9,0,
46287719,109604194,9,40,41,9,0,
46246382,109559884,7,35,33,7,0,
46256373,109559892,7,35,41,7,0,
46242266,109569180,7,34,35,7,0,
46260023,109571230,9,42,63,9,0,
46246313,109561049,10,40,37,10,0,
46238404,109517311,7,38,49,7,0,
46233256,109561494,7,38,31,7,0,
46255973,109562907,8,39,33,8,0,
46237546,109562388,7,36,23,7,0,
46224078,109547230,2,23,29,2,0,
46152433,109612663,10,41,60,10,0,
46251548,109558290,9,42,27,9,0,
46258299,109566692,11,43,44,11,0,
46287456,109603375,9,38,32,9,0,
46209899,109504484,3,25,32,3,0,
46193832,109467922,9,36,25,9,0,
46231084,109515195,10,45,42,10,0,
46205408,109547235,3,25,32,3,0,
46271218,109561561,8,38,44,8,0,
46239339,109559231,9,37,32,9,0,
46278677,109609539,9,42,40,9,0,
46277005,109564129,9,40,36,9,0,
46249101,109563314,7,39,38,7,0,
46241808,109561577,10,40,21,10,0,
46235444,109555511,7,36,36,7,0,
46273337,109569836,8,40,37,8,0,
46234313,109553178,10,41,38,10,0,
46259341,109567653,8,37,55,8,0,
46234394,109559099,7,38,36,7,0,
46252559,109568544,8,35,51,8,0,
46209677,109545429,3,26,24,3,0,
46285932,109649625,7,37,34,7,0,
46247239,109559790,8,35,18,8,0,
46272646,109612340,7,38,34,7,0,
46267711,109601386,9,41,24,9,0,
46229265,109554079,6,32,30,6,0,
46273525,109561833,8,40,32,8,0,
46191490,109544531,2,20,16,2,0,
46275377,109615325,8,40,32,8,0,
46291704,109559943,9,40,25,9,0,
46242212,109568537,8,39,29,8,0,
46237490,109588334,4,24,24,4,0,
46261753,109567113,8,41,39,8,0,
46251729,109557544,10,41,41,10,0,
46268137,109569037,8,40,38,8,0,
46255929,109563874,9,41,42,9,0,
46268553,109564754,9,44,59,9,0,
46221847,109546589,4,25,42,4,0,
46240471,109590370,2,22,33,2,0,
46256615,109569960,8,37,39,8,0,
46271755,109607338,10,39,32,10,0,
46238050,109522174,7,35,32,7,0,
46253264,109555794,10,37,26,10,0,
46279698,109614261,8,39,30,8,0,
46256552,109560739,6,38,51,6,0,
46223620,109542737,0,16,32,0,0,
46302835,109612485,9,40,48,9,0,
46262820,109567547,11,39,48,11,0,
46308136,109565126,9,41,31,9,0,
46192070,109543646,2,23,25,2,0,
46248218,109568585,8,37,30,8,0,
46289702,109561443,10,44,20,10,0,
46254446,109505856,3,23,29,3,0,
46242350,109557614,9,39,27,9,0,
63388496,134064651,8,2845,31693,8,0,
46253498,109560825,7,37,50,7,0,
46237561,109563238,7,37,51,7,0,
46253554,109560203,7,39,34,7,0,
46219585,109551395,6,33,44,6,0,
46246804,109568673,8,40,35,8,0,
46249851,109557459,8,40,32,8,0,
46270786,109611381,8,39,29,8,0,
46240503,109559688,7,35,26,7,0,
46233045,109516668,8,37,18,8,0,
46255725,109561962,10,43,43,10,0,
46370659,109614509,8,42,63,8,0,
46299572,109568645,10,50,51,10,0,
46275046,109519822,9,41,42,9,0,
46254072,109561468,10,40,30,10,0,
46239162,109560243,6,33,27,6,0,
46240829,109515654,9,41,33,9,0,
46249776,109567530,9,40,39,9,0,
46234143,109556442,8,38,19,8,0,
46255173,109571284,9,40,34,9,0,
46237174,109552953,8,42,46,8,0,
46256081,109567186,8,43,30,8,0,
46252154,109559731,9,45,38,9,0,
46212103,109551908,2,24,28,2,0,
46253796,109567050,9,43,34,9,0,
46307714,109649503,9,47,28,9,0,
46198530,109543332,2,23,40,2,0,
46291245,109608776,8,43,63,8,0,
46230551,109555406,2,22,32,2,0,
46253494,109561725,10,39,60,10,0,
46276564,109573424,8,40,57,8,0,
46240591,109555591,7,34,40,7,0,
46261152,109570477,8,39,37,8,0,
46270865,109559081,10,40,31,10,0,
46220126,109546351,4,26,44,4,0,
46270343,109564460,9,41,27,9,0,
46264601,109563651,11,40,35,11,0,
46233997,109594020,8,33,19,8,0,
46288048,109611648,8,37,53,8,0,
46294837,109618983,8,46,70,8,0,
46201203,109546714,2,22,16,2,0,
46257045,109567504,8,38,40,8,0,
46228689,109555864,7,32,28,7,0,
46269735,109571169,8,38,38,8,0,
46277585,109602291,8,40,40,8,0,
46252230,109567420,7,36,39,7,0,
46262043,109565610,8,40,44,8,0,
46190867,109537353,0,14,29,0,0,
46183781,109460011,2,21,27,2,0,
46258118,109564151,9,40,33,9,0,
46270603,109574550,10,41,37,10,0,
46258097,109598140,7,40,24,7,0,
46215343,109551130,3,26,30,3,0,
46226374,109553585,8,36,35,8,0,
46251627,109560595,8,38,33,8,0,
46226574,109543280,3,22,27,3,0,
46200592,109548055,0,14,31,0,0,
46270892,109605799,9,44,39,9,0,
46256872,109569648,8,40,47,8,0,
46236085,109555391,7,33,33,7,0,
46274544,109556054,8,38,35,8,0,
46261786,109563498,9,41,42,9,0,
46284611,109568620,8,61,125,8,0,
46288609,109563655,9,39,33,9,0,
46229934,109555465,7,35,27,7,0,
46273483,109564539,10,43,26,10,0,
46294650,109571378,8,44,55,8,0,
46282718,109606690,8,44,32,8,0,
46317954,109650939,8,41,37,8,0,
46250623,109562879,8,41,35,8,0,
46260323,109607621,6,36,31,6,0,
46265533,109600174,8,38,28,8,0,
46244501,109525132,8,43,46,8,0,
46245164,109560137,8,42,34,8,0,
46258352,109570837,7,105,108,7,0,
46258440,109561590,7,37,63,7,0,
46239145,109482588,10,41,36,10,0,
46236023,109555126,7,39,37,7,0,
46216886,109546000,4,25,32,4,0,
46229973,109555310,7,37,15,7,0,
46249696,109559569,10,39,31,10,0,
46241126,109557200,6,35,36,6,0,
46280245,109604523,10,42,30,10,0,
46243566,109519081,8,41,38,8,0,
46249061,109560731,7,36,57,7,0,
46259386,109568263,8,39,31,8,0,
46170317,109457519,2,26,34,2,0,
46282988,109609966,8,41,33,8,0,
46219360,109546824,4,88,105,4,0,
46254221,109565542,8,37,31,8,0,
46265984,109557303,9,41,29,9,0,
46275927,109563014,9,42,54,9,0,
46254372,109514744,8,38,38,8,0,
46247097,109563195,10,40,58,10,0,
46245664,109562030,8,40,28,8,0,
46224156,109555961,7,37,30,7,0,
46270435,109562089,7,36,32,7,0,
46225721,109550953,8,36,37,8,0,
46275580,109614092,8,38,30,8,0,
46243094,109556017,10,38,29,10,0,
46217314,109549426,2,21,30,2,0,
46263435,109602963,8,38,40,8,0,
46246408,109571160,8,39,37,8,0,
46249756,109556412,6,33,30,6,0,
46253557,109564639,9,40,27,9,0,
46249826,109561986,8,37,33,8,0,
46263843,109608337,7,37,37,7,0,
46247954,109558614,7,38,35,7,0,
46266870,109607929,11,41,28,11,0,
46292254,109617704,9,42,51,9,0,
46219511,109544276,2,22,28,2,0,
46294236,109611655,10,43,66,10,0,
46234791,109556904,8,40,20,8,0,
46234626,109554205,10,39,22,10,0,
46262022,109557198,6,32,35,6,0,
46257535,109607916,8,35,25,8,0,
46269817,109565046,9,42,44,9,0,
46252833,109605565,10,39,22,10,0,
46249022,109553896,10,41,38,10,0,
46279144,109566423,7,41,46,7,0,
46239813,109561569,10,39,41,10,0,
46268066,109567599,8,41,37,8,0,
46250154,109557892,10,40,34,10,0,
46258920,109567604,7,36,56,7,0,
46250673,109560399,9,39,31,9,0,
46131013,109593401,4,25,28,4,0,
46245957,109556328,8,39,38,8,0,
46267148,109568734,8,48,53,8,0,
46279255,109562397,9,40,53,9,0,
46229338,109518776,8,39,46,8,0,
46231809,109557679,6,33,36,6,0,
46258315,109605007,9,42,15,9,0,
46268228,109568163,9,42,23,9,0,
46219577,109587200,2,21,25,2,0,
46229416,109555003,3,25,34,3,0,
46245530,109559342,7,37,38,7,0,
46247999,109560607,7,38,26,7,0,
46325650,109557490,8,37,23,8,0,
46220954,109443765,11,42,48,11,0,
46258830,109510418,8,36,58,8,0,
46266449,109602487,8,37,33,8,0,
46261027,109559587,10,40,50,10,0,
46210243,109587200,0,16,43,0,0,
46223750,109550494,2,22,43,2,0,
46307758,109605319,10,41,31,10,0,
46271793,109571516,8,40,40,8,0,
46239328,109554506,10,39,40,10,0,
46207764,109467483,6,38,26,6,0,
46198435,109543889,2,22,29,2,0,
46251227,109561344,8,40,27,8,0,
46253441,109568233,11,42,51,11,0,
46265215,109556701,9,41,29,9,0,
46265530,109608926,8,37,32,8,0,
46243555,109558105,8,37,30,8,0,
46263154,109568002,8,38,42,8,0,
46275966,109609843,7,39,37,7,0,
46241329,109527288,9,39,36,9,0,
46250397,109562224,10,43,24,10,0,
46270293,109573433,9,40,43,9,0,
46213402,109544374,3,22,36,3,0,
46224912,109550048,3,23,42,3,0,
46250244,109562704,8,40,36,8,0,
46241735,109554170,10,40,22,10,0,
46235724,109555399,8,34,33,8,0,
46227537,109517347,9,37,22,9,0,
46253360,109561460,9,38,37,9,0,
46217448,109547007,3,27,27,3,0,
46246807,109598819,2,25,44,2,0,
46278232,109557949,8,42,31,8,0,
46264984,109572668,9,42,28,9,0,
46267047,109554762,9,43,32,9,0,
46211328,109542151,0,14,36,0,0,
46209305,109547398,1,20,38,1,0,
46268025,109561889,10,39,29,10,0,
46235455,109559991,7,33,28,7,0,
46215406,109548097,6,29,31,6,0,
46275187,109571219,11,44,71,11,0,
46194888,109500364,2,21,42,2,0,
46277979,109566357,9,44,48,9,0,
46275926,109568391,9,65,58,9,0,
46272572,109574760,6,73,157,6,0,
46141051,109607396,10,41,47,10,0,
46258450,109560129,10,40,52,10,0,
46293801,109569229,9,42,60,9,0,
46235025,109556337,8,40,28,8,0,
46315254,109571034,6,42,71,6,0,
46260651,109604689,9,45,24,9,0,
46263853,109565965,10,45,42,10,0,
46253328,109591748,3,24,41,3,0,
46248064,109560636,7,41,36,7,0,
46235296,109558633,8,40,28,8,0,
46236611,109558878,6,37,30,6,0,
46281941,109564675,9,42,39,9,0,
46243266,109563253,8,43,29,8,0,
46279073,109575300,8,40,89,8,0,
46236437,109555106,10,39,37,10,0,
46264981,109560953,6,35,33,6,0,
46226665,109558145,8,38,13,8,0,
46287630,109619423,9,44,51,9,0,
46254983,109555635,8,41,60,8,0,
46252819,109567506,7,38,47,7,0,
46251061,109559842,7,36,75,7,0,
46269124,109567492,7,36,38,7,0,
46223447,109515550,8,39,40,8,0,
46259071,109566773,10,43,32,10,0,
46261743,109561434,8,41,43,8,0,
46263069,109561871,9,41,28,9,0,
46234308,109559012,7,33,24,7,0,
46283750,109612413,9,41,35,9,0,
46237746,109554441,4,34,66,4,0,
46205076,109547072,3,23,29,3,0,
46264951,109572872,8,37,39,8,0,
46242905,109562331,7,38,58,7,0,
46247807,109563445,6,34,34,6,0,
46224050,109557681,8,38,23,8,0,
46250362,109565280,10,42,23,10,0,
46239397,109560059,7,36,43,7,0,
46264518,109607666,10,46,22,10,0,
46223644,109552587,3,24,32,3,0,
46229211,109589840,3,23,21,3,0,
46258466,109567089,7,36,39,7,0,
46264168,109568854,9,37,44,9,0,
46252500,109567766,7,38,35,7,0,
46236866,109557344,8,37,31,8,0,
46237319,109602006,2,22,39,2,0,
46260948,109561523,9,40,31,9,0,
46287663,109615104,11,42,43,11,0,
46230715,109550456,3,23,29,3,0,
46237865,109551470,6,32,33,6,0,
46248977,109566048,10,42,30,10,0,
46216112,109543501,3,24,20,3,0,
46344715,109578620,9,46,82,9,0,
46188250,109500632,2,23,41,2,0,
46225556,109547829,2,26,39,2,0,
46290669,109614779,9,44,42,9,0,
65111591,134149243,8,2903,41678,8,0,
46270728,109568195,8,51,50,8,0,
46235030,109471297,10,50,26,10,0,
46251878,109563288,8,42,38,8,0,
46259412,109562640,8,46,43,8,0,
46309355,109610873,7,43,63,7,0,
46268589,109605992,8,44,36,8,0,
46249936,109562529,10,41,42,10,0,
46264517,109566416,9,47,47,9,0,
46106689,109522002,10,46,33,10,0,
46256179,109561188,7,43,46,7,0,
46212384,109514539,6,35,31,6,0,
46231005,109475124,10,41,16,10,0,
46257942,109608519,8,41,29,8,0,
46271818,109560238,8,41,37,8,0,
46320346,109566886,7,38,45,7,0,
46275304,109556940,9,39,33,9,0,
46224817,109592992,2,22,36,2,0,
46229471,109559011,8,38,32,8,0,
46328587,109609257,9,111,53,9,0,
46239300,109555452,7,36,40,7,0,
46300844,109564670,10,46,66,10,0,
46242978,109545969,3,29,82,3,0,
46290337,109579114,9,51,83,9,0,
46273487,109567914,9,40,55,9,0,
46216339,109508572,2,24,50,2,0,
46210005,109549165,2,22,22,2,0,
46226150,109542594,4,23,25,4,0,
46264535,109563789,11,48,31,11,0,
46251090,109567241,8,37,46,8,0,
46253118,109561206,4,44,52,4,0,
46225243,109588497,2,19,57,2,0,
46299440,109575001,9,50,65,9,0,
46254763,109560578,8,35,64,8,0,
46259480,109570588,8,38,56,8,0,
46247584,109558544,8,40,58,8,0,
46267799,109566505,10,41,38,10,0,
46254692,109563394,8,39,44,8,0,
46231028,109559537,6,33,37,6,0,
46249833,109560000,10,39,33,10,0,
46243009,109561085,10,40,36,10,0,
46242162,109520505,9,41,44,9,0,
46246729,109571020,7,38,40,7,0,
46264049,109560292,8,37,33,8,0,
46237187,109561382,10,40,23,10,0,
46213825,109551142,2,23,37,2,0,
46256389,109557738,8,37,44,8,0,
46253475,109559497,10,43,41,10,0,
46254822,109563090,7,40,51,7,0,
46234022,109552853,6,33,43,6,0,
46285427,109564350,9,38,63,9,0,
46298381,109562836,9,52,68,9,0,
46229135,109552458,3,26,38,3,0,
46267833,109561857,8,42,25,8,0,
46279920,109563323,9,42,36,9,0,
46239733,109562021,6,33,33,6,0,
46238944,109560974,8,39,25,8,0,
46247370,109563344,8,38,33,8,0,
46274604,109521352,8,41,35,8,0,
46212495,109546335,4,26,32,4,0,
46247072,109564540,8,37,56,8,0,
46268835,109563056,11,43,48,11,0,
46270960,109574297,8,71,151,8,0,
46253411,109563083,8,39,33,8,0,
46257183,109600283,8,38,31,8,0,
46257842,109561582,7,36,37,7,0,
46237473,109600375,10,39,21,10,0,
46187252,109543880,0,15,32,0,0,
46279636,109607745,8,34,31,8,0,
46265987,109572328,9,42,37,9,0,
46245013,109566613,7,39,39,7,0,
46242731,109560510,9,38,26,9,0,
46266315,109573028,10,42,37,10,0,
46235589,109545909,4,25,32,4,0,
46215006,109548047,4,24,27,4,0,
46245146,109564651,10,40,33,10,0,
46282187,109563031,7,65,67,7,0,
46202135,109467285,7,34,28,7,0,
46267961,109570141,8,40,45,8,0,
46253146,109562404,8,37,23,8,0,
46252969,109560630,10,43,41,10,0,
46246829,109570755,8,39,35,8,0,
46201825,109541861,4,23,29,4,0,
46210745,109548026,2,23,37,2,0,
46239342,109523435,9,42,34,9,0,
46298033,109616492,11,44,47,11,0,
46267092,109553996,8,40,43,8,0,
46256262,109569022,8,40,54,8,0,
46200272,109510981,6,33,19,6,0,
46261552,109565287,10,44,26,10,0,
46237279,109555975,10,40,34,10,0,
46195729,109546453,0,14,39,0,0,
46206602,109546893,1,21,34,1,0,
46252669,109564820,9,39,35,9,0,
46283388,109608791,9,41,54,9,0,
46252890,109558946,8,38,33,8,0,
46373133,109651292,8,40,24,8,0,
46253836,109560167,7,36,40,7,0,
46250977,109561606,10,42,41,10,0,
46220544,109553176,6,33,20,6,0,
46253372,109592999,4,25,29,4,0,
46243145,109564435,8,38,20,8,0,
46267853,109563669,9,40,39,9,0,
46269681,109567271,8,38,49,8,0,
46250942,109553003,6,33,29,6,0,
46267052,109568531,8,36,46,8,0,
46245759,109565879,8,39,43,8,0,
46249341,109569080,8,40,27,8,0,
46233087,109546067,3,23,39,3,0,
46199554,109538566,0,16,33,0,0,
46261253,109565778,9,39,40,9,0,
46261564,109568995,9,40,38,9,0,
46245354,109564470,8,37,30,8,0,
46227860,109516284,7,38,39,7,0,
46272866,109568432,8,40,33,8,0,
46259338,109558380,7,38,58,7,0,
46283689,109573712,10,48,48,10,0,
46279205,109602780,8,41,38,8,0,
65741667,134223253,2,4136,47715,2,0,
46274952,109558875,7,45,40,7,0,
46237234,109552894,6,38,43,6,0,
46244162,109550645,4,30,32,4,0,
46282756,109601787,9,44,29,9,0,
46261647,109569468,9,42,33,9,0,
46273299,109605721,7,41,33,7,0,
46261012,109606525,7,39,31,7,0,
46254443,109558405,7,37,26,7,0,
46263318,109572380,8,49,66,8,0,
46272325,109608903,9,40,30,9,0,
46266856,109608406,8,40,23,8,0,
46254414,109560805,8,40,23,8,0,
46233389,109561817,7,37,41,7,0,
46269057,109609958,7,37,32,7,0,
46240649,109565156,8,35,50,8,0,
46270222,109573667,9,42,29,9,0,
46250803,109559434,7,38,35,7,0,
46242276,109558251,9,43,24,9,0,
46262112,109605290,6,35,16,6,0,
46231147,109558341,8,40,40,8,0,
46267098,109567061,10,40,74,10,0,
46247814,109554834,10,43,44,10,0,
46242834,109561936,7,38,39,7,0,
46257095,109569678,7,37,51,7,0,
46258960,109566636,10,40,37,10,0,
46251795,109566501,9,44,45,9,0,
46266256,109557388,9,42,25,9,0,
46246802,109563281,8,37,33,8,0,
46208061,109548135,3,24,29,3,0,
46185696,109507425,1,18,21,1,0,
46277101,109599770,8,39,35,8,0,
46285728,109618163,9,40,48,9,0,
46282318,109610308,9,40,46,9,0,
46249743,109564604,10,39,32,10,0,
46244660,109555951,10,42,36,10,0,
46281517,109647742,6,34,27,6,0,
46252666,109565553,11,41,33,11,0,
46218540,109464145,9,43,47,9,0,
46224286,109551344,2,24,51,2,0,
46232399,109557900,7,39,39,7,0,
46267088,109608534,6,35,45,6,0,
46316569,109569515,10,50,83,10,0,
46268898,109568010,8,43,35,8,0,
46247160,109549553,3,87,102,3,0,
46280370,109569433,9,48,39,9,0,
46211659,109509865,7,41,40,7,0,
46229448,109557850,6,37,32,6,0,
46238560,109560082,9,42,31,9,0,
46186872,109495763,0,16,28,0,0,
46251540,109561655,8,39,30,8,0,
46248388,109560116,9,40,28,9,0,
46253488,109565589,6,38,29,6,0,
46239466,109555023,10,41,29,10,0,
46306920,109610296,8,39,39,8,0,
46249140,109558648,9,44,32,9,0,
46241056,109567527,7,39,34,7,0,
46236142,109555354,10,39,24,10,0,
46248162,109559983,8,100,103,8,0,
46258175,109603942,8,39,34,8,0,
46264441,109568259,8,39,39,8,0,
46262220,109561181,8,41,26,8,0,
46288715,109617580,7,63,153,7,0,
46247879,109555259,6,36,20,6,0,
46240964,109557437,8,41,35,8,0,
46260923,109571441,8,41,40,8,0,
46231414,109557421,8,38,29,8,0,
46257242,109569905,9,40,35,9,0,
46232479,109554806,7,38,39,7,0,
46210666,109557788,2,21,45,2,0,
46239257,109553663,9,39,34,9,0,
46258981,109564937,9,40,25,9,0,
46258499,109564428,8,39,41,8,0,
46194891,109544751,2,21,36,2,0,
46252917,109562014,10,40,30,10,0,
46244471,109561102,9,40,31,9,0,
46304504,109615323,9,48,62,9,0,
46244433,109558571,8,39,40,8,0,
46259534,109569106,8,42,53,8,0,
46232222,109555683,7,36,30,7,0,
46217972,109512482,6,35,33,6,0,
46255161,109602611,8,38,34,8,0,
46269854,109572439,9,42,40,9,0,
46250512,109562616,9,42,14,9,0,
46242643,109564006,8,38,43,8,0,
46225375,109516304,6,34,33,6,0,
46274176,109607799,8,40,36,8,0,
