PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
227681,433142,10267,0,10,108,0,
37313,430348,11327,0,9,107,7,
225080,310,11327,0,9,120,7,
236985,310,14279,1,10,289,8,
223951,430308,8156,0,9,129,7,
223475,430156,11405,0,4,146,3,
234226,424389,14357,1,4,270,8,
223131,429952,11405,0,9,8,9,
222273,429952,11405,0,9,109,0,
230987,430358,14357,1,12,277,0,
35949,435852,11327,0,9,112,4,
224427,310,11327,0,9,110,8,
224394,310,11327,0,9,141,7,
233412,433031,8156,1,10,279,7,
223919,427215,11405,0,4,135,10,
225775,435510,11405,0,4,100,7,
231252,430248,14357,1,11,10,3,
221565,430333,11405,0,9,112,0,
223515,430273,11405,0,9,113,0,
35926,429967,14282,1,10,273,6,
222652,310,11327,0,9,109,2,
221939,310,11327,0,9,141,6,
222699,433125,8156,0,9,147,3,
234186,430126,14357,1,4,280,9,
225010,430098,11405,0,4,104,13,
222820,430272,11405,0,9,9,2,
238423,432963,14615,1,11,281,0,
223225,433130,11405,0,9,106,0,
35795,427583,11327,0,9,105,4,
230783,310,14279,1,11,271,2,
223355,310,11327,0,9,136,3,
222824,433144,8156,0,9,139,3,
224066,429952,11405,0,4,150,7,
241136,433130,20748,1,4,302,7,
222859,429959,11405,0,9,7,10,
223231,427455,11405,0,9,113,0,
233378,433107,14365,1,11,278,0,
35967,432836,11327,0,9,114,4,
225707,310,11327,0,9,110,6,
233564,310,14279,1,10,296,9,
224777,435624,8156,0,9,138,3,
223073,430339,11405,0,4,133,5,
224316,430138,11405,0,4,108,6,
230929,430294,14357,1,10,9,4,
225212,433102,11405,0,9,112,0,
225816,430187,11405,0,9,110,0,
35826,435865,14279,1,10,264,3,
227935,310,11327,0,9,114,9,
224236,432778,8156,0,9,137,6,
235813,430141,8156,1,13,312,10,
222069,427575,11405,0,4,139,8,
223467,430248,11405,0,9,8,6,
234088,435511,14317,1,11,11,7,
221939,430315,11405,0,9,116,0,
35835,435931,11327,0,9,110,5,
35837,427560,14239,1,11,273,7,
225049,310,11327,0,9,122,6,
225206,433127,8156,0,9,152,10,
225121,435915,8156,0,9,146,6,
232820,430130,14317,1,4,286,4,
225751,432727,11405,0,9,10,11,
223928,433090,11405,0,9,8,7,
231038,427328,14317,1,10,274,0,
35842,427574,11327,0,9,118,8,
35803,433123,11327,0,9,105,1,
224496,310,11327,0,9,116,7,
240454,430200,8156,1,11,328,10,
221286,430380,8156,0,9,138,2,
225417,433085,11405,0,4,141,8,
233055,433119,14317,1,10,8,7,
226245,433101,11405,0,9,8,9,
225268,430288,11405,0,9,111,0,
35883,430360,14239,1,11,275,5,
35829,430089,11327,0,9,105,6,
221935,310,11327,0,9,119,6,
232750,432735,8156,1,10,314,8,
224045,430237,8156,0,9,138,10,
225414,430155,11405,0,4,132,5,
223501,433111,11405,0,9,9,6,
230463,430318,14317,1,10,9,6,
224410,433124,11405,0,9,106,0,
35830,435906,11327,0,9,114,9,
35826,430342,11327,0,9,114,4,
231481,310,14242,1,11,283,7,
225645,433070,8156,0,9,150,7,
232745,433017,8156,1,10,297,3,
226989,435885,11405,0,4,135,4,
222231,429966,11405,0,9,9,7,
233185,433134,14317,1,11,8,2,
222416,427523,11405,0,9,105,0,
35882,430150,11327,0,9,101,4,
35885,432765,11327,0,9,117,6,
230513,310,14239,1,10,261,2,
224025,433138,8156,0,9,152,8,
224571,433121,8156,0,9,141,2,
233560,430273,14317,1,4,285,9,
222093,430305,11405,0,9,10,3,
222733,429959,11405,0,9,8,9,
222411,427458,11405,0,9,112,0,
35931,427171,20611,1,11,289,9,
35899,432724,11327,0,9,110,6,
225275,310,11327,0,9,120,5,
230410,427548,8156,1,10,288,5,
222064,430319,8156,0,9,147,4,
223924,433106,11405,0,4,138,7,
232868,430124,14317,1,10,8,1,
223489,427365,11405,0,9,8,12,
223783,430216,11405,0,9,111,0,
35814,430253,14239,1,12,279,7,
35906,430331,11327,0,9,328,9,
223417,433122,11405,0,4,119,6,
219199,310,11327,0,10,116,3,
241478,310,18466,1,10,499,7,
222462,310,11327,0,9,136,3,
224583,430139,8156,0,9,139,6,
231127,432735,14317,1,10,32,4,
224063,429959,11405,0,9,8,7,
224066,433109,11405,0,9,99,0,
35915,433150,14435,1,11,291,2,
35787,429952,11327,0,9,112,9,
224712,433131,11405,0,4,116,8,
222491,310,11327,0,9,122,2,
232386,310,14239,1,10,285,8,
223860,430270,8156,0,9,145,3,
223677,433050,11405,0,9,32,4,
234047,429960,14317,1,11,8,8,
225085,435621,11405,0,9,106,0,
35842,432869,11327,0,9,103,3,
35845,432991,14239,1,10,262,8,
222603,432734,11405,0,4,119,3,
225862,310,11327,0,9,117,6,
230796,310,14239,1,10,284,6,
226540,435948,8156,0,9,140,9,
221486,427573,11405,0,9,31,3,
223301,429931,11405,0,9,9,7,
232788,432728,14317,1,10,262,0,
35858,435915,11327,0,9,109,2,
35962,430164,11327,0,9,104,6,
232975,430191,14317,1,4,275,8,
223174,310,11327,0,9,123,3,
222738,310,11327,0,9,137,9,
223037,430256,8156,0,9,144,5,
233965,433051,14317,1,10,35,7,
224172,433091,11405,0,9,8,7,
223536,433047,11405,0,9,109,0,
35984,430361,14239,1,11,267,9,
35912,433072,11327,0,9,110,9,
223045,430304,11405,0,4,120,3,
233880,310,14242,1,11,258,7,
224813,310,11327,0,9,125,2,
223518,433144,8156,0,9,145,5,
222816,430330,11405,0,9,29,7,
234229,433003,14317,1,10,8,10,
221876,427418,11405,0,9,115,0,
35867,433111,11327,0,9,103,8,
35905,430344,14239,1,10,260,7,
225389,435927,11405,0,4,125,5,
223287,310,11327,0,9,112,5,
233173,310,14239,1,10,289,10,
223083,430098,8156,0,9,146,3,
223797,433153,11405,0,9,29,9,
238601,424617,20947,1,10,9,9,
220214,427581,11405,0,9,103,0,
35892,430339,11327,0,9,113,9,
35903,427195,14239,1,10,276,3,
222680,430242,11405,0,4,118,3,
222342,310,11327,0,9,111,6,
223230,310,11327,0,9,135,2,
233600,435943,8156,1,10,292,7,
221519,430350,11405,0,9,26,0,
232539,432839,14317,1,10,8,3,
223192,429967,11405,0,9,108,0,
35875,433118,11327,0,9,110,6,
35907,430317,11327,0,9,115,10,
225209,430217,11405,0,4,117,5,
233472,310,14239,1,11,270,4,
224178,310,11327,0,9,134,2,
223058,430307,8156,0,9,134,6,
232044,430182,14317,1,10,29,5,
222093,429952,11405,0,9,8,7,
222381,430357,11405,0,9,105,0,
35839,430300,11327,0,9,111,7,
35855,433118,14239,1,10,243,6,
223403,433112,11405,0,4,116,6,
230650,310,14239,1,11,273,7,
223997,310,11327,0,9,137,2,
224415,432894,8156,0,9,141,2,
222665,430336,11405,0,9,29,7,
231028,430255,14317,1,10,8,4,
223689,430098,11405,0,9,102,0,
35895,430118,14239,1,10,258,7,
35898,432996,11327,0,9,115,2,
222666,433114,11405,0,4,124,3,
222462,310,11327,0,9,103,2,
238317,310,20611,1,10,332,7,
221949,429959,8156,0,10,144,3,
223158,430306,11405,0,9,31,6,
232903,432966,14317,1,12,9,3,
221942,430353,11405,0,9,114,0,
35928,430289,11327,0,9,108,10,
35875,433146,11327,0,9,102,6,
224493,432817,11405,0,4,115,7,
233348,310,14239,1,10,264,8,
245235,227987,15189,1,11,490,11,
223749,430367,8156,0,9,146,7,
224040,433141,11405,0,9,28,9,
234521,433057,15689,0,10,177,3,
232595,430360,14317,1,10,8,9,
223234,430354,11405,0,9,109,0,
35950,430218,11327,0,9,109,2,
35961,435649,11327,0,9,113,3,
225144,435903,11405,0,4,124,2,
232576,310,14242,1,10,257,4,
223914,310,11327,0,9,133,7,
232377,430242,8156,1,12,295,3,
224062,430253,11405,0,9,27,9,
223433,433105,11405,0,9,9,5,
232228,430348,14317,1,10,259,0,
35890,430261,11327,0,9,116,9,
35971,430333,11327,0,9,107,7,
222891,427318,11405,0,4,122,7,
232217,310,14239,1,10,250,4,
223026,310,11327,0,9,132,6,
231086,430323,8156,1,11,321,4,
223610,430156,11405,0,9,27,3,
225518,435927,11405,0,9,10,9,
222505,424606,11405,0,9,114,0,
35886,430284,20611,1,11,314,7,
36050,432928,11327,0,9,111,9,
222364,430227,11405,0,4,109,2,
224787,310,11327,0,9,116,6,
232990,310,14239,1,11,310,8,
224757,432822,8156,0,9,144,9,
222501,427319,11405,0,9,24,7,
229517,429960,14317,1,10,8,1,
222834,424671,11405,0,9,107,0,
35953,433124,11327,0,9,112,2,
35875,430203,14239,1,10,266,3,
223343,430311,11405,0,4,122,7,
224020,310,11327,0,9,113,8,
217848,310,11327,0,9,132,2,
230820,427547,8156,1,11,287,3,
222880,427483,11405,0,9,28,10,
223288,430046,11405,0,9,10,5,
223057,433120,11405,0,9,110,0,
36048,429953,14239,1,10,245,3,
35986,432952,11327,0,9,104,8,
230748,430339,14317,1,4,254,2,
224392,310,11327,0,9,126,8,
220947,310,11327,0,9,133,6,
222626,429944,8156,0,9,150,10,
222592,427454,11405,0,9,30,6,
231298,430329,14317,1,10,10,6,
231946,433133,14317,1,11,274,0,
35893,433111,11327,0,9,113,5,
35881,433050,11327,0,9,110,9,
229637,429974,14317,1,4,277,1,
222494,310,11327,0,9,108,5,
222573,310,11327,0,9,140,7,
222867,429991,8156,0,9,143,6,
236179,427579,20689,1,11,28,6,
223989,430255,11405,0,9,9,7,
225314,433027,11405,0,9,108,0,
35880,424700,11327,0,9,114,5,
35869,435886,14239,1,10,243,7,
223117,433141,11405,0,4,114,3,
218771,310,11327,0,9,110,7,
233305,310,14239,1,10,284,2,
222720,430295,8156,0,9,134,4,
225118,430277,11405,0,9,31,7,
232743,433104,14317,1,10,8,6,
223637,430087,11405,0,9,109,0,
35942,433114,14239,1,11,275,3,
35908,430336,11327,0,9,107,1,
226159,435867,11405,0,4,119,5,
219546,310,11327,0,9,118,4,
221435,310,11327,0,9,128,5,
223315,430276,8156,0,9,141,7,
233160,433042,14320,1,11,29,3,
223247,430351,11405,0,9,9,9,
231405,429946,14317,1,10,268,0,
35865,427259,11327,0,9,106,4,
35837,427517,11327,0,9,115,2,
232017,433100,14317,1,4,263,3,
220828,310,11327,0,9,114,6,
222083,310,11327,0,9,140,3,
221015,430371,8156,0,9,143,1,
233218,430214,14317,1,10,29,8,
223392,430334,11405,0,9,9,7,
225321,435918,11405,0,9,104,0,
35909,433011,20611,1,12,301,8,
81741,433071,16572,0,5,332,15,
223950,433123,11405,0,4,111,8,
231073,310,14239,1,10,250,4,
242190,310,16195,0,9,375,6,
223423,310,11327,0,9,133,7,
222781,427399,8156,0,9,145,8,
224689,433122,11405,0,9,29,6,
232705,432735,14575,1,10,9,6,
231360,430295,14317,1,11,245,0,
35836,433119,11327,0,9,106,6,
35859,433168,11327,0,9,110,2,
233901,433080,14317,1,4,278,8,
223536,310,11327,0,9,122,7,
222230,310,11327,0,9,138,1,
222885,433102,8156,0,9,133,4,
224067,432901,11405,0,9,28,3,
232350,427495,14317,1,10,9,4,
224051,430176,11405,0,9,112,0,
35991,433008,14242,1,11,265,5,
35952,430361,11327,0,9,114,11,
223457,430022,11405,0,4,118,9,
231239,310,14239,1,10,271,3,
223945,310,11327,0,9,136,7,
222137,433138,8156,0,9,144,2,
223437,433012,11405,0,9,30,2,
233589,433127,14317,1,10,8,7,
223267,430139,11405,0,9,116,0,
35883,430288,11327,0,9,104,3,
35864,427488,14239,1,11,274,10,
224844,435962,11405,0,4,126,7,
225445,310,11327,0,9,110,7,
231307,310,14239,1,11,305,2,
223465,430321,8156,0,9,143,11,
223098,430278,11405,0,9,33,4,
222860,433064,11405,0,9,8,1,
227030,432878,11405,0,9,116,0,
35834,430351,11327,0,9,126,4,
35846,430340,14242,1,11,264,9,
232739,430291,14317,1,4,263,7,
222452,310,11327,0,9,115,2,
223935,310,11327,0,9,150,7,
223220,433122,8156,0,9,140,4,
231961,429960,14317,1,10,32,8,
223533,430363,11405,0,10,8,7,
223249,429945,11405,0,9,109,0,
