PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
792872909,1107741691,16465,1365235,12374,137656,12504,166275441,0,16465,0,
1003649817,1417806453,20856,2361099,16774,783196,16171,210307580,0,20856,0,
795681794,1110992971,16517,1376991,12415,134689,12578,166905084,0,16517,0,
668247319,934055155,15418,1237930,11851,120903,11577,141175753,0,15418,0,
816207473,1153416018,16506,1614542,12626,523656,13539,176358781,0,16506,0,
1329401809,1862102683,28920,2347425,22067,243999,21902,278511313,0,28920,0,
810717964,1127587065,16473,1745138,14150,701856,14505,171812483,0,16473,0,
793520062,1108094876,16486,1361573,12452,133686,12484,166399430,0,16486,0,
794309621,1109755654,16497,1369483,12546,134878,12385,166646322,0,16497,0,
1504841177,2104939609,32405,3224882,27221,978438,25340,316232551,0,32405,0,
1849043598,2596594859,40243,3782998,32561,1047124,31217,390163977,0,40243,0,
790289199,1105966249,16464,1396309,12412,135729,12530,165949236,0,16464,0,
969952125,1367519757,19943,1905132,15431,561026,16239,206675106,0,19943,0,
791616150,1106906813,16481,1377581,12602,132099,12466,165722864,0,16481,0,
789188121,1108033373,16484,1375394,12516,138769,12537,165692709,0,16484,0,
789133217,1126181816,16487,2007726,14035,760266,14058,166278780,0,16487,0,
789260042,1103676779,16376,1354603,12313,135830,12434,164825700,0,16376,0,
788978574,1123292058,16473,1979023,13032,141324,13547,173295711,0,16473,0,
792226035,1108349514,16484,1354099,12443,134921,12582,166329765,0,16484,0,
793856674,1109100196,16499,1360538,12390,136468,12546,166528060,0,16499,0,
813350687,1130488742,16464,1741027,13423,740081,13490,172475811,0,16464,0,
793045243,1107894079,16485,1377220,12547,133519,12416,166389096,0,16485,0,
790327408,1104607454,16451,1384965,12480,137590,12373,165559631,0,16451,0,
755868626,1082902577,16185,1923709,13629,371589,12620,162440582,0,16185,0,
1960471036,2731916552,42505,3332861,32928,702949,34035,415967938,0,42505,0,
792606113,1107057599,16462,1380363,12559,132601,12432,166169381,0,16462,0,
793589062,1108719123,16489,1361902,12527,131411,12344,166448221,0,16489,0,
806441419,1134792200,16427,2017965,15262,1019751,13423,166562605,0,16427,0,
789246095,1104184489,16475,1367952,12513,137606,12513,165669199,0,16475,0,
789180984,1103441410,16506,1373204,12563,137983,12533,166174996,0,16506,0,
1754316155,2448495553,37921,3603117,30521,1022519,30932,371422858,0,37921,0,
727761836,1036195682,15853,1873818,12483,127670,13343,158321201,0,15853,0,
789637739,1105513733,16461,1382013,12374,137629,12473,165835765,0,16461,0,
793630608,1109824150,16500,1385956,12395,133890,12579,166641862,0,16500,0,
1000754569,1395334890,20818,2112973,17096,791122,17133,211579791,0,20818,0,
