PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ
337692372,1404127926,6,23616,335,277,408,474799584,0,6,0
346453785,1424084168,4,11273,329,267,454,476600312,0,4,0
338820812,1400437381,6,23928,336,289,475,475057456,0,6,0
338816697,1401408347,4,11021,346,325,467,471973493,0,4,0
348744711,1430947431,4,12052,393,333,473,472455159,0,4,0
348773332,1430976575,6,22943,409,421,480,472408551,0,6,0
338794952,1396468559,4,12318,411,525,487,479602274,0,4,0
338758823,1405752236,6,24588,400,273,485,482731798,0,6,0
338774382,1389685464,4,10952,402,260,481,482123951,0,4,0
333453680,1380121495,4,23479,441,300,498,483845826,0,4,0
329081237,1381200982,6,11175,391,283,387,478826911,0,6,0
333662282,1394969816,4,23733,325,314,405,473872723,0,4,0
344339471,1423089013,6,11748,335,278,485,474322316,0,6,0
338817165,1405151866,4,22475,330,357,473,472845386,0,4,0
348780350,1431776146,6,12436,399,479,494,472874121,0,6,0
348752599,1434937399,4,22962,395,296,465,473709324,0,4,0
338810653,1387551916,4,12269,396,447,463,484145133,0,4,0
332170781,1382651198,6,23733,398,364,438,483305104,0,6,0
332703787,1386899047,4,11455,381,294,383,479626393,0,4,0
333387090,1387930327,6,24381,326,269,381,476658703,0,6,0
336578352,1396504756,4,11576,336,332,397,476729981,0,4,0
341592778,1412391323,4,12100,342,276,463,475930667,0,4,0
348121931,1428241576,6,23687,451,454,481,476927087,0,6,0
338811091,1408801733,4,11556,350,435,470,474232757,0,4,0
348777047,1436189703,6,24112,411,299,483,474159023,0,6,0
338811673,1396264148,4,10630,402,327,467,483869829,0,4,0
338772327,1391904068,4,24819,403,337,467,480888153,0,4,0
331537016,1380277901,6,11681,400,308,431,483590091,0,6,0
328311252,1379866685,4,23399,382,273,377,476502566,0,4,0
336335592,1393414387,6,12868,348,294,543,477721075,0,6,0
339809309,1406705690,4,22610,337,365,467,476338895,0,4,0
345829146,1424399650,4,11620,336,402,467,475705811,0,4,0
338816067,1407103003,6,22495,336,323,465,473817980,0,6,0
348775655,1435914981,4,11544,400,262,461,474362207,0,4,0
338810827,1400391384,6,24035,412,425,484,484022255,0,6,0
337321637,1382572809,4,10578,449,290,479,483193782,0,4,0
335030055,1390204114,6,12129,405,307,385,481166187,0,6,0
329519697,1381790963,4,23316,369,296,387,479491419,0,4,0
333017443,1392859277,4,12365,327,375,406,473797582,0,4,0
343311154,1414681775,6,24217,330,390,475,477152169,0,6,0
347944438,1434419505,4,10895,327,377,461,473636400,0,4,0
338784837,1408864738,6,24147,381,336,469,474226712,0,6,0
348778330,1432173375,4,10748,382,271,461,472939717,0,4,0
338787147,1397642331,4,24079,382,347,468,481983668,0,4,0
338813203,1389364980,6,11837,405,276,482,481402287,0,6,0
338521351,1390465935,4,23787,410,327,444,481272235,0,4,0
338367372,1395789787,6,13010,408,335,375,479673552,0,6,0
334882477,1390257958,4,23479,403,312,438,481291403,0,4,0
330662312,1383563326,4,12787,381,411,386,480796910,0,4,0
337800355,1394861518,6,24727,365,395,409,479248709,0,6,0
331957620,1389686086,4,12935,327,328,407,473833052,0,4,0
342494357,1417663647,6,24265,343,322,471,474696548,0,6,0
338819065,1401719051,4,10660,317,296,457,474828355,0,4,0
338816459,1403090914,4,12056,332,288,449,472357927,0,4,0
348781207,1429733447,6,23608,460,318,524,472360499,0,6,0
348776731,1429337288,4,11414,375,302,456,471993964,0,4,0
338806445,1400212272,6,24260,393,452,485,480922912,0,6,0
338792375,1396125424,4,10987,392,343,467,483965479,0,4,0
333608125,1379626160,4,24148,385,309,425,483999601,0,4,0
338982111,1396675590,6,11768,473,388,428,479587913,0,6,0
331891533,1385712924,4,25737,473,909,505,480889244,0,4,0
332746992,1386839959,6,12484,317,319,359,476303106,0,6,0
336249029,1396368408,4,24257,373,353,436,476580904,0,4,0
341690178,1411503355,6,12841,345,273,450,476405454,0,6,0
347330759,1425176752,4,22886,337,400,479,477250725,0,4,0
338797413,1403811422,4,12874,323,489,465,473682771,0,4,0
338793373,1403914980,6,24392,338,366,461,472681293,0,6,0
348748695,1430901455,4,11822,395,370,464,472662081,0,4,0
338813135,1403554890,6,24438,417,391,491,481962585,0,6,0
338809359,1400394396,4,10804,402,279,468,481447433,0,4,0
338736755,1386022264,4,12720,415,366,471,482308779,0,4,0
336792790,1388102887,6,24767,428,441,474,481973603,0,6,0
332927078,1387143972,4,11775,403,353,390,481942311,0,4,0
333758758,1388559518,6,24080,382,375,408,479200472,0,6,0
333740283,1388502312,4,11264,322,337,392,476774766,0,4,0
336203038,1396378649,4,24853,326,278,399,476285395,0,4,0
342265949,1412247054,6,11285,326,250,467,476709947,0,6,0
347446382,1431441844,4,23801,338,495,517,474849028,0,4,0
338815074,1408860294,6,12405,351,238,454,474271191,0,6,0
348755852,1436272819,4,23246,401,332,448,474492884,0,4,0
338750558,1384893294,4,12941,408,339,464,483876933,0,4,0
333773239,1386341724,6,24047,420,357,460,482200928,0,6,0
337552028,1394349689,4,12429,411,427,385,480151625,0,4,0
328709749,1380975307,6,25418,394,347,395,477879077,0,6,0
334700856,1398479637,4,11633,394,281,472,473604268,0,4,0
345476213,1416156705,6,24434,363,295,544,479292236,0,6,0
346072723,1419723691,4,10662,343,343,470,478109189,0,4,0
671191896,1431964264,4,12497,267,269,382,330856649,0,4,0
674031417,2325681159,6,20964,258,256,415,638081196,0,6,0
737016164,2296056759,4,8950,264,344,423,631527365,0,4,0
677499134,2322713405,6,22077,272,489,392,636459897,0,6,0
677525740,2320040263,4,8550,315,282,385,636170940,0,4,0
676860516,2309483520,4,21540,277,333,392,632294735,0,4,0
681088673,2293783683,6,9345,260,250,398,626790757,0,6,0
683030739,2282375688,4,21106,280,388,389,623073861,0,4,0
679661201,2326653252,6,8859,321,298,405,639179502,0,6,0
673481051,2281336137,4,19802,258,229,400,622782275,0,4,0
672319361,2338063392,4,8382,319,298,458,642142111,0,4,0
669670974,2344221660,6,20638,332,472,383,643801656,0,6,0
671062114,2334292225,4,8849,337,460,316,642810360,0,4,0
672469854,2324260792,6,21052,331,298,324,642198272,0,6,0
674533323,2324282072,4,7936,295,325,314,640364756,0,4,0
677524814,2323039251,4,21865,259,311,317,636929925,0,4,0
677569220,2323601710,6,8508,255,309,325,637169417,0,6,0
677515068,2268009349,4,8652,260,303,391,617951396,0,4,0
687428322,2268426517,6,21443,293,236,391,618152079,0,6,0
677565390,2311515197,4,8034,268,302,393,632959665,0,4,0
671875960,2296619541,4,21416,276,502,388,627896535,0,4,0
832922353,1401476734,6,8542,334,329,405,320791054,0,6,0
681090574,2285899524,4,20555,282,299,384,624122302,0,4,0
670416646,2342192814,6,8567,343,315,386,643211312,0,6,0
672558725,2337942657,4,20249,332,286,316,642152779,0,4,0
678757222,2325736110,6,9399,325,347,319,638751125,0,6,0
673305456,2335312396,4,20082,319,320,310,641800394,0,4,0
671657036,2323131499,4,9053,325,338,315,642493317,0,4,0
673732634,2323636034,6,20989,314,346,320,640791809,0,6,0
677569587,2323048705,4,8959,258,417,317,636877895,0,4,0
677540723,2323677053,6,21954,250,246,325,637113964,0,6,0
677507251,2268746708,4,8162,251,297,377,618315085,0,4,0
677572462,2266845716,4,21183,260,372,392,617302505,0,4,0
670126568,2300856544,6,8598,262,309,387,628586274,0,6,0
826062579,1409302264,4,9030,343,323,383,322639784,0,4,0
836392095,1409446573,6,21595,421,268,354,322647774,0,6,0
836846433,1384601131,4,8290,392,366,293,322312096,0,4,0
841244076,1387649119,4,21318,408,470,306,317134318,0,4,0
850581372,1402214051,6,9667,428,442,297,322110462,0,6,0
842599680,1389892715,4,21455,404,310,295,316771475,0,4,0
842039637,1388837891,6,9481,420,336,319,316377853,0,6,0
846451081,1393936242,4,20316,372,272,345,318570270,0,4,0
677576712,2268213482,4,8894,252,255,379,618061374,0,4,0
677506623,2270165145,6,20697,250,289,393,619060857,0,6,0
677539438,2322461001,4,8610,255,335,509,636795467,0,4,0
677527311,2310159452,6,21294,262,422,411,632826314,0,6,0
668983293,2296071123,4,8452,252,375,397,627047699,0,4,0
827320186,1408623391,6,21119,327,354,427,322424177,0,6,0
837666283,1408136499,4,8944,393,310,358,322296346,0,4,0
839390390,1393846870,4,21454,395,367,295,321841087,0,4,0
843551565,1391898351,6,8567,409,263,297,320743673,0,6,0
842690778,1390394580,4,9159,400,385,406,318952109,0,4,0
876488255,1395219764,6,22110,442,263,336,313863849,0,6,0
865451874,1396886060,4,8814,387,411,381,324713116,0,4,0
849432054,1401168367,4,21457,403,480,309,321428251,0,4,0
842592261,1390118370,6,8574,398,301,303,316797789,0,6,0
842070311,1389373348,4,21631,395,296,333,316506005,0,4,0
846852283,1389171909,6,9013,435,430,351,316282510,0,6,0
677503790,2271063963,4,20644,252,423,403,619255599,0,4,0
677569781,2270237950,4,8679,248,263,402,618859404,0,4,0
677530701,2318701851,6,20768,258,304,388,635598693,0,6,0
677537982,2314532408,4,9128,265,322,372,635088449,0,4,0
676883047,2315390428,6,20668,281,549,384,633994576,0,6,0
826808363,1409460200,4,8691,336,321,438,322479222,0,4,0
837116938,1408779862,4,21693,463,337,345,322452894,0,4,0
836492437,1407283778,6,8719,407,257,291,322584556,0,6,0
839176158,1384743310,4,21794,407,315,299,321998718,0,4,0
841274118,1387732694,6,8142,409,291,301,317445485,0,6,0
841717153,1389030483,4,9059,407,348,305,316320382,0,4,0
845987997,1387678639,4,21310,380,299,393,315690259,0,4,0
677574817,2269675654,6,8441,247,353,460,618502419,0,6,0
677535418,2322100899,4,21248,256,388,393,635912874,0,4,0
668859787,2296087362,6,7734,254,336,402,627008926,0,6,0
826813382,1409285625,4,21023,323,276,386,322606814,0,4,0
843762593,1400601073,6,8592,389,353,366,320624560,0,6,0
841063744,1404388684,4,20992,389,343,305,321480811,0,4,0
842352741,1396891740,4,9276,447,323,303,321117676,0,4,0
841964164,1389238218,6,20730,416,312,314,321189932,0,6,0
840617976,1386947490,4,9304,409,285,298,318303754,0,4,0
840127049,1385200861,6,22388,415,594,330,314670288,0,6,0
677514905,2265523529,4,8704,249,248,378,616383630,0,4,0
676982112,2318159357,4,21244,251,246,384,634600455,0,4,0
826915752,1409161337,6,8470,379,614,518,322612178,0,6,0
839422958,1406486106,4,21880,499,647,502,321925711,0,4,0
844870984,1399832198,6,8347,441,284,411,320480586,0,6,0
836484435,1407992867,4,8298,398,296,345,322425863,0,4,0
837034091,1382013522,4,21756,401,283,302,322455654,0,4,0
837065180,1381341386,6,8712,409,354,311,312943195,0,6,0
846788122,1389391082,4,22056,390,416,317,316489458,0,4,0
677545674,2269389586,6,8803,274,290,377,618400122,0,6,0
677527773,2323085615,4,21349,266,327,384,636801095,0,4,0
677562047,2310803223,4,8506,265,314,392,633352108,0,4,0
671869905,2303142693,6,20548,254,458,404,629612679,0,6,0
827449410,1408493217,4,9080,329,305,382,322391327,0,4,0
845500635,1398995051,6,20316,394,448,415,320195163,0,6,0
835683102,1410525457,4,8379,382,420,361,322897647,0,4,0
838853130,1391275168,6,21316,390,445,333,322116255,0,6,0
841591333,1388644302,4,8945,378,293,296,320331209,0,4,0
842035023,1390057949,4,21584,400,313,306,316728927,0,4,0
842579188,1389042869,6,8293,376,277,344,316282245,0,6,0
677568989,2268798193,4,20980,244,316,399,618215225,0,4,0
677535915,2273184885,6,9077,249,262,374,620342722,0,6,0
677544660,2268790850,4,8379,251,244,376,618154982,0,4,0
677471059,2313931371,4,21303,267,298,382,633707593,0,4,0
671573421,2297432203,6,8332,263,419,393,627930563,0,6,0
831835837,1403492706,4,21182,332,421,383,321298961,0,4,0
841796946,1403249571,6,8540,405,295,382,321204186,0,6,0
842371400,1403039864,4,20541,400,335,364,321161862,0,4,0
841935624,1403140436,4,9046,406,305,314,321153719,0,4,0
842459807,1402741784,6,20871,408,369,321,321108638,0,6,0
842365200,1390561033,4,8932,385,366,302,321053528,0,4,0
842748867,1390729582,6,21028,395,336,311,321009811,0,6,0
841695238,1388778118,4,9203,395,295,299,317842650,0,4,0
840563726,1387153852,4,21786,400,531,317,315471334,0,4,0
846737050,1389699849,6,8479,383,268,332,316526721,0,6,0
677503516,2271179873,4,21702,253,316,376,619274954,0,4,0
677550431,2269881894,6,9010,244,388,371,618643851,0,6,0
677530548,2317427285,4,21124,264,318,385,635293248,0,4,0
670358893,2302629810,4,8653,266,308,376,629112488,0,4,0
827154785,1408831513,6,9330,337,292,397,322487631,0,6,0
838212200,1407643333,4,22038,408,310,340,322315454,0,4,0
837684397,1395350652,6,8722,419,425,303,322287447,0,6,0
842182147,1389857029,4,21328,413,420,312,321165179,0,4,0
842092619,1389718949,6,9058,418,290,299,317404815,0,6,0
843511821,1391850732,4,21685,410,298,310,317506990,0,4,0
844144271,1390779255,4,9373,383,267,331,317061542,0,4,0
677579231,2271077937,6,20011,248,303,405,619251767,0,6,0
677551425,2276010721,4,8413,248,268,384,621684762,0,4,0
677498960,2271355534,6,21021,262,254,400,619335512,0,6,0
677538607,2270475195,4,9176,247,352,368,619016887,0,4,0
729302057,2346548302,4,22804,309,511,378,640955960,0,4,0
674409436,2332399983,6,8235,322,369,306,641365639,0,6,0
675015880,2327369229,4,21831,323,340,311,641141688,0,4,0
674254927,2326211372,6,8284,318,296,311,641422835,0,6,0
674011177,2326262919,4,21616,294,295,305,641634931,0,4,0
677443468,2324353408,4,8887,289,315,286,637337059,0,4,0
677528854,2324960595,6,9433,266,246,315,637641110,0,6,0
677570943,2276191024,4,21369,258,404,352,621855103,0,4,0
677553813,2325429150,6,8685,282,489,321,637810882,0,6,0
677550192,2270390515,4,21011,268,370,396,618863518,0,4,0
677566588,2273863032,4,8266,256,232,390,620761101,0,4,0
687457137,2270130597,6,21587,261,288,402,618850715,0,6,0
677531288,2321946553,4,8635,255,278,393,636555901,0,4,0
676826709,2309343041,6,20792,253,304,397,632299256,0,6,0
830488418,1405016996,4,8814,305,273,392,321566799,0,4,0
680824170,2287439751,6,21011,272,322,396,624429114,0,6,0
671843170,2340263630,4,8481,318,394,388,642728837,0,4,0
671775298,2340493456,4,21604,313,391,354,642910864,0,4,0
671918328,2338851244,6,8677,349,452,297,642704971,0,6,0
671497106,2324303350,4,21778,343,293,305,643035502,0,4,0
673800826,2324400234,6,8633,322,327,301,640898566,0,6,0
677566981,2323512713,4,21288,270,290,308,636864633,0,4,0
677538204,2320246857,4,9621,271,269,329,635156658,0,4,0
677544518,2265863420,6,8271,259,275,394,616621913,0,6,0
667413519,2294190337,4,21443,289,322,378,626333057,0,4,0
666709396,2350217384,6,8223,311,469,358,645521388,0,6,0
667129440,2346842891,4,21587,337,385,321,645529009,0,4,0
668691299,2320257820,4,8773,308,284,297,643713542,0,4,0
677538348,2320877089,6,21221,260,333,323,635455947,0,6,0
677575803,2265596441,4,8691,266,290,385,616313648,0,4,0
677563054,2324876954,6,21339,283,405,400,638487283,0,6,0
677492393,2323844551,4,8591,272,397,509,637209618,0,4,0
675564151,2309689253,4,21038,268,295,406,632109982,0,4,0
833396262,1401471042,6,8861,329,427,418,320784054,0,6,0
680927997,2287111556,4,21091,264,403,405,624377935,0,4,0
672891778,2338148278,6,8156,326,326,418,642117569,0,6,0
671630027,2341007387,4,20635,324,290,361,642949628,0,4,0
671670712,2340509233,4,8435,392,372,373,642776109,0,4,0
673055351,2331982245,6,21174,338,325,336,642267765,0,6,0
672609840,2324962209,4,9269,325,327,301,642307383,0,4,0
680956922,2331470139,6,8883,363,319,304,637769484,0,6,0
672538101,2325423578,4,21790,336,339,292,642477677,0,4,0
675851626,2324185723,6,8798,320,539,317,638737223,0,6,0
677528813,2327597479,4,21566,262,283,310,638760036,0,4,0
677541516,2324139677,4,9016,265,317,348,637138087,0,4,0
677549905,2270676973,6,20608,253,326,402,618857445,0,6,0
677562439,2269906955,4,8965,252,262,394,618709722,0,4,0
677568996,2322944279,6,20369,262,316,421,637022152,0,6,0
672546890,2307905049,4,8349,268,363,404,631096659,0,4,0
826922749,1409229406,4,21576,336,391,399,322654112,0,4,0
837693665,1408235374,6,7979,411,451,435,322404540,0,6,0
840570606,1404080151,4,21533,399,377,328,321669401,0,4,0
841128767,1387780487,6,8197,396,296,319,321342628,0,6,0
844709219,1394000885,4,21416,395,274,301,320432822,0,4,0
841355602,1388259762,4,9643,404,298,290,317846958,0,4,0
842979989,1391234323,6,21623,418,318,304,317186465,0,6,0
844347299,1391929819,4,9260,433,295,373,317559678,0,4,0
677473818,2274164191,6,8585,273,312,378,620703154,0,6,0
677537739,2270793991,4,21513,260,286,391,619053208,0,4,0
677555497,2266668999,4,8668,265,494,396,617065308,0,4,0
677534514,2316546413,6,21136,259,295,411,635039728,0,6,0
677251135,2308810999,4,9006,252,281,395,632143230,0,4,0
831023692,1404631855,6,20950,323,565,552,321472387,0,6,0
689005933,2286262945,4,8991,322,756,533,625179673,0,4,0
831338295,1404182555,6,21166,392,346,406,321402058,0,6,0
683465667,2281789378,4,8781,262,330,374,622879616,0,4,0
673773599,2336793922,4,21741,334,325,396,641803680,0,4,0
671780080,2340180409,6,8374,344,431,356,642660288,0,6,0
671466923,2341334635,4,21924,336,345,300,643087229,0,4,0
673731037,2328658482,6,8431,336,288,293,641654393,0,6,0
674601050,2327141641,4,22407,340,300,304,641358005,0,4,0
673434882,2325701875,4,8982,337,397,315,641911248,0,4,0
676929024,2326120029,6,20931,304,358,307,638713281,0,6,0
677536912,2327732488,4,9346,243,297,294,639128715,0,4,0
677504945,2321266257,6,8549,254,364,349,635853653,0,6,0
677571815,2266266233,4,21258,247,354,388,616772386,0,4,0
677528545,2317874012,4,8879,255,437,398,635874799,0,4,0
673259516,2310491915,6,21535,257,335,384,631996352,0,6,0
827269063,1409082324,4,9510,342,270,393,322483008,0,4,0
837591238,1409009739,6,20749,406,299,347,322419080,0,6,0
837420909,1402078052,4,8957,413,259,351,322509889,0,4,0
840776914,1387789175,4,21977,413,388,307,321576054,0,4,0
843004365,1390782484,6,9880,428,285,299,318555264,0,6,0
849397097,1401392485,4,22508,424,295,301,321378183,0,4,0
842603603,1390006747,6,8828,428,426,317,317051505,0,6,0
842353400,1390241351,4,21992,417,270,315,316738231,0,4,0
845413259,1386720651,4,8658,449,274,402,315427430,0,4,0
677513411,2270152413,6,21690,254,299,412,618840824,0,6,0
677574260,2270358157,4,8615,253,239,400,618929642,0,4,0
677564427,2316535332,6,20943,255,321,419,634872404,0,6,0
675922782,2305415646,4,8547,257,255,392,630911316,0,4,0
831179753,1403682768,6,8528,310,327,404,321243444,0,6,0
682668461,2283996748,4,21372,268,437,397,623507837,0,4,0
673667032,2336179317,4,9083,321,370,394,641705983,0,4,0
672900098,2338655173,6,20886,347,392,370,642272715,0,6,0
674151088,2335725329,4,9598,332,352,295,641502361,0,4,0
672621733,2339009084,6,21339,349,335,304,642322181,0,6,0
671869589,2329115285,4,8963,341,281,305,642658933,0,4,0
672247721,2325091472,4,21990,331,323,313,642609956,0,4,0
676569698,2324609355,6,8787,329,274,330,638405365,0,6,0
677544070,2326860159,4,23346,253,307,310,638416770,0,4,0
677551022,2322369912,6,8437,260,605,439,636300435,0,6,0
677574814,2267890583,4,21825,324,441,452,617624552,0,4,0
677561846,2317174909,4,8601,266,298,412,634973121,0,4,0
675211859,2304325703,6,22107,335,630,414,630551864,0,6,0
831040261,1404588863,4,9011,313,241,418,321540407,0,4,0
690362311,2282079708,6,20941,265,402,417,623812506,0,6,0
831762775,1403267052,4,10189,347,358,382,321268407,0,4,0
841712700,1403088275,4,9144,384,319,388,321186582,0,4,0
842523750,1403009230,6,21448,431,482,405,321102758,0,6,0
842674686,1402261128,4,9106,412,372,358,320965028,0,4,0
842610866,1402743811,6,21311,421,312,326,321050119,0,6,0
842381105,1395702618,4,9270,409,287,315,321045163,0,4,0
846484521,1397003842,6,21642,402,374,332,320114250,0,6,0
842262648,1389910869,4,9219,403,293,314,321151665,0,4,0
842109765,1390059156,4,21905,395,371,317,319259573,0,4,0
842111864,1389468147,6,8578,416,356,314,316458037,0,6,0
844102702,1393078157,4,22234,400,342,305,317978332,0,4,0
846257331,1389421000,6,9261,419,415,336,316564355,0,6,0
677526325,2270534675,4,21703,270,385,386,618865197,0,4,0
677506489,2270616575,4,8801,262,268,384,619063730,0,4,0
677529679,2319472682,6,22083,268,584,394,635809917,0,6,0
677523216,2309224041,4,9648,269,321,384,632397215,0,4,0
677542194,2304200548,6,20561,282,274,415,631129420,0,6,0
673380866,2300149901,4,8471,261,324,386,629058632,0,4,0
832148366,1403135446,4,8767,317,345,398,321181792,0,4,0
684650234,2280100613,6,21842,279,475,440,622422943,0,6,0
674229389,2335493563,4,9233,329,374,403,641422549,0,4,0
731918735,2336756838,6,21434,326,421,453,645593811,0,6,0
677508533,2272504010,4,8497,268,310,404,620037655,0,4,0
677570420,2269849483,4,21109,254,289,392,618555328,0,4,0
676792001,2309935530,6,8702,265,324,417,632338237,0,6,0
832018179,1403435317,4,22123,316,315,401,321181462,0,4,0
683334343,2283212569,6,7950,247,294,424,623328349,0,6,0
831479862,1403561883,4,21641,451,420,403,321252508,0,4,0
837412548,1408629242,4,8691,408,385,376,322398803,0,4,0
840936563,1403574876,6,21781,423,342,321,321520837,0,6,0
841795230,1389107756,4,9603,417,308,307,321217498,0,4,0
842333663,1389917155,6,21482,430,265,308,321131600,0,6,0
849483560,1400935871,4,9941,526,374,307,319092536,0,4,0
842191958,1389982662,6,22050,435,314,419,319411185,0,6,0
842092108,1389610668,4,9690,411,343,311,316524509,0,4,0
843364520,1388891324,4,8949,383,280,343,316186527,0,4,0
677528830,2270284347,6,21197,263,458,429,618864999,0,6,0
677578358,2265826268,4,8894,260,248,405,616742680,0,4,0
677403696,2309915940,6,21175,264,314,405,632486429,0,6,0
832428898,1402816263,4,8694,318,304,394,321097049,0,4,0
682181715,2285619484,4,21365,302,274,456,623979384,0,4,0
831999452,1402850469,6,8880,335,349,437,321065447,0,6,0
849615871,1394495072,4,21703,414,332,392,319190920,0,4,0
840999856,1404191409,6,9091,427,285,388,321446024,0,6,0
841077189,1404731117,4,21958,406,340,352,321547560,0,4,0
841411421,1403817834,4,9363,412,414,362,321366304,0,4,0
842945900,1394974219,6,22461,479,296,304,320985683,0,6,0
841896624,1389283618,4,9745,416,311,317,321193192,0,4,0
842765361,1390937745,6,21201,430,362,319,319438505,0,6,0
842255012,1389682956,4,9311,408,300,310,316641521,0,4,0
843126359,1390167798,4,21242,371,287,348,316761804,0,4,0
677539618,2270059087,6,9009,303,291,416,618802779,0,6,0
677520921,2276660894,4,8905,252,270,455,622029450,0,4,0
677514428,2270431428,6,21872,256,494,391,618812514,0,6,0
677583426,2269904291,4,8821,252,284,391,618719853,0,4,0
677526749,2321821500,6,21465,286,315,394,637011152,0,6,0
673231725,2309475829,4,9634,273,323,378,631572079,0,4,0
826677668,1410033690,4,22082,400,237,384,322633471,0,4,0
837358555,1408699692,6,8256,412,309,368,322422862,0,6,0
843112508,1402025776,4,22183,463,301,363,320968271,0,4,0
842880799,1397222109,6,9578,424,329,300,320907954,0,6,0
842869502,1390910279,4,22060,411,422,307,320989980,0,4,0
847805305,1398630481,4,9297,406,430,316,319626936,0,4,0
840494596,1387156957,6,21661,416,307,320,320723361,0,6,0
837884012,1382279708,4,9454,375,302,340,313395822,0,4,0
677549720,2272746966,6,21490,322,636,451,620134823,0,6,0
677549444,2269575684,4,8709,266,755,516,618565114,0,4,0
677552193,2270889128,4,21315,293,336,411,619072327,0,4,0
677562929,2324447026,6,9066,258,313,399,637820645,0,6,0
677564310,2317473338,4,9681,272,443,380,635161744,0,4,0
676449670,2307358696,6,21732,289,412,385,631620647,0,6,0
845876630,1412194213,4,8288,354,368,377,328714368,0,4,0
888677097,1378254623,4,22215,400,332,359,309938277,0,4,0
676935137,2306645899,6,9180,268,270,417,631542982,0,6,0
830937774,1404732771,4,22356,431,789,510,321456423,0,4,0
683669993,2281578320,6,7796,268,354,457,622808949,0,6,0
675027443,2334373053,4,21546,346,427,413,641069163,0,4,0
673798878,2336327633,4,8243,334,410,402,641637926,0,4,0
673433328,2337784934,6,21730,340,520,369,642087535,0,6,0
667527944,2348763307,4,8832,333,281,318,645048198,0,4,0
677504333,2322437652,6,21823,318,398,304,636264738,0,6,0
677531916,2321400693,4,9107,242,367,321,635838917,0,4,0
677528862,2271219806,6,21493,248,219,379,619225076,0,6,0
675861599,2315746597,4,8436,266,306,433,633804994,0,4,0
828296850,1407557013,4,22047,341,301,382,322142723,0,4,0
851424295,1391942074,6,8525,382,300,410,318590747,0,6,0
681905715,2285313231,4,21806,273,371,374,623971974,0,4,0
667846223,2348304511,6,7897,329,362,374,644803316,0,6,0
667490269,2347144170,4,8935,324,327,301,645180201,0,4,0
668197766,2322090081,4,21567,386,361,357,644798002,0,4,0
677251540,2320369517,6,8571,319,341,332,635551733,0,6,0
677569677,2266334477,4,21732,257,258,348,616775604,0,4,0
677572882,2269962233,6,8132,284,341,395,618677062,0,6,0
672622478,2307738077,4,21483,271,310,396,631046315,0,4,0
826566285,1409517861,4,8283,349,336,399,322644768,0,4,0
837536469,1408160277,6,21409,413,449,387,322350509,0,6,0
836480857,1396434716,4,9253,401,268,306,322657819,0,4,0
840238310,1387092785,6,21033,427,329,326,320445858,0,6,0
852449077,1405774135,4,9410,393,351,298,319514163,0,4,0
841462403,1388600317,4,21327,387,293,302,320328369,0,4,0
841853402,1388861580,6,8924,408,282,303,316226259,0,6,0
847429090,1397849800,4,22137,402,350,347,320043886,0,4,0
842388405,1389010202,6,8822,392,291,324,316319529,0,6,0
677546412,2270251813,4,9059,266,370,373,618930501,0,4,0
677551443,2265516782,6,21424,268,429,374,616426202,0,6,0
672985744,2306806565,4,8958,271,381,376,630683152,0,4,0
831162951,1404402622,4,22084,353,296,373,321516190,0,4,0
842135699,1403049132,6,8873,406,383,386,321162169,0,6,0
842533452,1402670683,4,21776,396,308,379,321082464,0,4,0
841995902,1403163781,6,7737,408,355,371,321203120,0,6,0
841309119,1403947460,4,22257,417,286,313,321425099,0,4,0
839941315,1387412143,4,9230,382,378,305,321755869,0,4,0
841186225,1388242193,6,21879,405,478,316,319327585,0,6,0
840655422,1387184664,4,9084,392,277,298,315461931,0,4,0
845291258,1389125384,6,21178,372,315,400,316275532,0,6,0
677445358,2269910706,4,9536,250,313,385,618766651,0,4,0
677545041,2269340851,4,21232,253,327,400,618359459,0,4,0
677542948,2315336475,6,8374,250,248,399,634443882,0,6,0
673248387,2303166250,4,21922,262,327,383,629861741,0,4,0
830784543,1404065942,6,9574,335,317,379,321425865,0,6,0
853018319,1390375510,4,8871,377,409,430,318236949,0,4,0
682795295,2287309519,4,21622,257,333,374,624707336,0,4,0
831902974,1403395015,6,8217,344,297,401,321205231,0,6,0
841558109,1403782313,4,22374,405,233,397,321376201,0,4,0
841985506,1403224086,6,8182,391,296,378,321168150,0,6,0
846288939,1398315912,4,22355,391,315,301,320134923,0,4,0
841209177,1403894081,4,8261,391,286,302,321309631,0,4,0
851335330,1392020768,6,23158,419,363,308,318664872,0,6,0
841100026,1400882058,4,9072,403,424,298,321401417,0,4,0
838111606,1383525015,6,22353,418,490,301,322327169,0,6,0
836771960,1380464213,4,9213,371,379,322,312932311,0,4,0
677528966,2265730414,6,21983,282,406,395,616385419,0,6,0
677556588,2321145603,4,9195,270,314,388,635552575,0,4,0
