3805.000000, 9692
4535.000000, 11588
3927.000000, 10028
5357.000000, 13730
4008.000000, 10222
3797.000000, 9688
4379.000000, 11210
4860.000000, 12446
5371.000000, 13800
4660.000000, 11922
4372.000000, 11202
4078.000000, 10420
3864.000000, 9850
4634.000000, 11854
5342.000000, 13714
5644.000000, 14480
5432.000000, 13934
4244.000000, 10858
3906.000000, 9982
3940.000000, 10088
3566.000000, 9120
3440.000000, 8784
4681.000000, 12010
4122.000000, 10550
4811.000000, 12336
3761.000000, 9604
4499.000000, 11536
5123.000000, 13146
5060.000000, 12974
5831.000000, 14962
3644.000000, 9308
4360.000000, 11166
5158.000000, 13246
5006.000000, 12834
4162.000000, 10648
3651.000000, 9332
4184.000000, 10694
4462.000000, 11432
3568.000000, 9092
6296.000000, 16174
5092.000000, 13074
3764.000000, 9612
3739.000000, 9550
4562.000000, 11686
3707.000000, 9476
4776.000000, 12244
6824.000000, 17542
5236.000000, 13432
5053.000000, 12986
4041.000000, 10350
3893.000000, 9954
3235.000000, 8246
3235.000000, 8272
3494.000000, 8914
4955.000000, 12724
4093.000000, 10468
3707.000000, 9480
5316.000000, 13632
4364.000000, 11170
3101.000000, 7896
3628.000000, 9264
3634.000000, 9258
3774.000000, 9640
3955.000000, 10080
4309.000000, 11040
3102.000000, 7842
3565.000000, 9068
3053.000000, 7788
3473.000000, 8848
3036.000000, 7726
4356.000000, 11148
4181.000000, 10712
2718.000000, 6896
2986.000000, 7602
3414.000000, 8708
2779.000000, 7078
4007.000000, 10264
4698.000000, 12050
3892.000000, 9942
2167.000000, 5468
3685.000000, 9400
3193.000000, 8136
4714.000000, 12090
4655.000000, 11942
3186.000000, 8134
3155.000000, 8032
2432.000000, 6178
2259.000000, 5712
2937.000000, 7478
3147.000000, 8006
4989.000000, 12798
3470.000000, 8850
4010.000000, 10236
3954.000000, 10128
2808.000000, 7136
4162.000000, 10658
4015.000000, 10284
3207.000000, 8168
3337.000000, 8490
3376.000000, 8606
5432.000000, 13932
4222.000000, 10794
4167.000000, 10654
3311.000000, 8440
3057.000000, 7794
2678.000000, 6806
3717.000000, 9478
3381.000000, 8628
2970.000000, 7574
3451.000000, 8772
3124.000000, 7946
3646.000000, 9322
3355.000000, 8540
2838.000000, 7224
4408.000000, 11264
3955.000000, 10110
2889.000000, 7344
3140.000000, 8010
3719.000000, 9516
2577.000000, 6536
3368.000000, 8592
4153.000000, 10640
4258.000000, 10904
2753.000000, 6992
3078.000000, 7818
2824.000000, 7170
3700.000000, 9450
3566.000000, 9080
4391.000000, 11248
4080.000000, 10440
3603.000000, 9202
2968.000000, 7560
3440.000000, 8764
4472.000000, 11460
3788.000000, 9672
3335.000000, 8488
4133.000000, 10564
2997.000000, 7618
3020.000000, 7698
3040.000000, 7734
5496.000000, 14130
4799.000000, 12288
3393.000000, 8652
4350.000000, 11128
3439.000000, 8764
2858.000000, 7232
3752.000000, 9564
6432.000000, 16536
3927.000000, 10034
4112.000000, 10510
3198.000000, 8154
4741.000000, 12154
4047.000000, 10358
5077.000000, 13016
4259.000000, 10898
3453.000000, 8816
3341.000000, 8516
3535.000000, 9004
3879.000000, 9910
4206.000000, 10748
4808.000000, 12314
4542.000000, 11622
4806.000000, 12304
4024.000000, 10280
3568.000000, 9104
2947.000000, 7480
5301.000000, 13600
4547.000000, 11648
4189.000000, 10696
3030.000000, 7702
3316.000000, 8460
5734.000000, 14704
3934.000000, 10066
5609.000000, 14414
3702.000000, 9428
4121.000000, 10548
4478.000000, 11468
4050.000000, 10338
3989.000000, 10206
5302.000000, 13608
7304.000000, 18804
3810.000000, 9752
4046.000000, 10342
3180.000000, 8124
4075.000000, 10422
4425.000000, 11316
3743.000000, 9548
4443.000000, 11362
3621.000000, 9262
4252.000000, 10888
4006.000000, 10252
2943.000000, 7472
4225.000000, 10806
4062.000000, 10394
4278.000000, 10956
3646.000000, 9298
3263.000000, 8320
4119.000000, 10534
4831.000000, 12388
4000.000000, 10226
3407.000000, 8692
4452.000000, 11392
2635.000000, 6674
4096.000000, 10474
3949.000000, 10100
5762.000000, 14786
4537.000000, 11600
4388.000000, 11236
3648.000000, 9308
4041.000000, 10326
