PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_ACCESS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_L3_ACCESS,PERF_COUNT_HW_CACHE_L3_MISS,
52040,980,15258,0,13,3965,550,140365045032528,140365047765488,
51104,998,15258,0,13,3967,550,140365045032528,140365047765488,
51083,991,15258,0,13,3966,550,140365045032528,140365047765488,
51030,991,15258,0,13,3966,550,140365045032528,140365047765488,
50966,987,15258,0,13,3966,550,140365045032528,140365047765488,
51171,829,15258,0,13,3932,550,140365045032528,140365047765488,
50889,998,15258,0,13,3967,550,140365045032528,140365047765488,
50843,998,15258,0,13,3967,550,140365045032528,140365047765488,
50963,980,15258,0,13,3965,550,140365045032528,140365047765488,
50920,994,15258,0,13,3966,550,140365045032528,140365047765488,
50944,820,15258,0,13,3931,550,140365045032528,140365047765488,
50877,980,15258,0,13,3965,550,140365045032528,140365047765488,
50982,965,15258,0,13,3964,550,140365045032528,140365047765488,
50962,1002,15258,0,13,3967,550,140365045032528,140365047765488,
50940,987,15258,0,13,3966,550,140365045032528,140365047765488,
51069,998,15258,0,13,3967,550,140365045032528,140365047765488,
50892,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51490,1030,15258,0,13,3964,550,140365045032528,140365047765488,
51194,1030,15258,0,13,3964,550,140365045032528,140365047765488,
50919,998,15258,0,13,3967,550,140365045032528,140365047765488,
50819,998,15258,0,13,3967,550,140365045032528,140365047765488,
50917,987,15258,0,13,3966,550,140365045032528,140365047765488,
50983,829,15258,0,13,3932,550,140365045032528,140365047765488,
51031,998,15258,0,13,3967,550,140365045032528,140365047765488,
51077,998,15258,0,13,3967,550,140365045032528,140365047765488,
51156,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51101,994,15258,0,13,3966,550,140365045032528,140365047765488,
51086,998,15258,0,13,3967,550,140365045032528,140365047765488,
65187,829,19607,0,13,3932,550,140365045032528,140365047765488,
51127,994,15258,0,13,3966,550,140365045032528,140365047765488,
52016,991,15258,0,13,3966,550,140365045032528,140365047765488,
51097,994,15258,0,13,3966,550,140365045032528,140365047765488,
51355,961,15258,0,13,3963,550,140365045032528,140365047765488,
51337,820,15258,0,13,3931,550,140365045032528,140365047765488,
51346,976,15258,0,13,3965,550,140365045032528,140365047765488,
51216,961,15258,0,13,3963,550,140365045032528,140365047765488,
51423,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51296,994,15258,0,13,3966,550,140365045032528,140365047765488,
51319,987,15258,0,13,3966,550,140365045032528,140365047765488,
51542,1030,15258,0,13,3964,550,140365045032528,140365047765488,
51194,987,15258,0,13,3966,550,140365045032528,140365047765488,
51409,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51434,998,15258,0,13,3967,550,140365045032528,140365047765488,
51426,991,15258,0,13,3966,550,140365045032528,140365047765488,
51537,991,15258,0,13,3966,550,140365045032528,140365047765488,
51530,976,15258,0,13,3965,550,140365045032528,140365047765488,
51498,983,15258,0,13,3965,550,140365045032528,140365047765488,
51563,980,15258,0,13,3966,550,140365045032528,140365047765488,
51876,990,15258,0,13,3966,550,140365045032528,140365047765488,
51553,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51475,991,15258,0,13,3966,550,140365045032528,140365047765488,
51459,991,15258,0,13,3966,550,140365045032528,140365047765488,
51474,976,15258,0,13,3965,550,140365045032528,140365047765488,
51674,998,15258,0,13,3967,550,140365045032528,140365047765488,
51594,965,15258,0,13,3964,550,140365045032528,140365047765488,
51516,994,15258,0,13,3966,550,140365045032528,140365047765488,
51501,991,15258,0,13,3966,550,140365045032528,140365047765488,
51580,991,15258,0,13,3966,550,140365045032528,140365047765488,
51601,991,15258,0,13,3966,550,140365045032528,140365047765488,
51454,991,15258,0,13,3966,550,140365045032528,140365047765488,
56595,980,15258,0,13,3966,550,140365045032528,140365047765488,
51663,991,15258,0,13,3966,550,140365045032528,140365047765488,
51529,991,15258,0,13,3966,550,140365045032528,140365047765488,
51563,987,15258,0,13,3966,550,140365045032528,140365047765488,
51534,998,15258,0,13,3967,550,140365045032528,140365047765488,
51525,998,15258,0,13,3967,550,140365045032528,140365047765488,
51535,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51553,965,15258,0,13,3964,550,140365045032528,140365047765488,
51493,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51463,983,15258,0,13,3965,550,140365045032528,140365047765488,
51854,1039,15258,0,13,3965,550,140365045032528,140365047765488,
51634,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51515,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51455,998,15258,0,13,3967,550,140365045032528,140365047765488,
51529,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51514,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51788,1039,15258,0,13,3965,550,140365045032528,140365047765488,
51614,991,15258,0,13,3966,550,140365045032528,140365047765488,
51596,976,15258,0,13,3965,550,140365045032528,140365047765488,
51654,987,15258,0,13,3966,550,140365045032528,140365047765488,
51542,987,15258,0,13,3966,550,140365045032528,140365047765488,
51566,994,15258,0,13,3966,550,140365045032528,140365047765488,
51505,820,15258,0,13,3931,550,140365045032528,140365047765488,
51601,1030,15258,0,13,3964,550,140365045032528,140365047765488,
51583,965,15258,0,13,3964,550,140365045032528,140365047765488,
51470,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51446,987,15258,0,13,3966,550,140365045032528,140365047765488,
51458,987,15258,0,13,3966,550,140365045032528,140365047765488,
51508,991,15258,0,13,3966,550,140365045032528,140365047765488,
51528,987,15258,0,13,3966,550,140365045032528,140365047765488,
52025,1002,15258,0,13,3967,550,140365045032528,140365047765488,
51854,820,15258,0,13,3931,550,140365045032528,140365047765488,
64699,983,19752,0,13,5289,550,140365045032528,140365047765488,
51482,987,15258,0,13,3966,550,140365045032528,140365047765488,
51553,994,15258,0,13,3966,550,140365045032528,140365047765488,
51460,987,15258,0,13,3966,550,140365045032528,140365047765488,
