PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
40423,750,10261,0,10,46,0,
39153,477,11405,0,9,42,0,
38933,477,11405,0,9,47,0,
35338,477,11327,0,9,45,0,
35360,477,11327,0,9,42,0,
35304,477,11327,0,9,49,0,
38941,310,11327,0,9,46,0,
38910,310,11327,0,9,77,0,
38879,310,11327,0,9,83,0,
38767,310,11327,0,9,76,0,
38736,477,8156,0,9,70,0,
38782,477,8156,0,9,74,0,
39034,477,8156,0,9,69,0,
38818,477,11405,0,4,63,0,
38574,477,11405,0,4,41,0,
38639,477,11405,0,4,46,0,
38975,477,11405,0,4,44,0,
38627,477,11405,0,9,8,0,
38629,477,11405,0,9,8,0,
38632,477,11405,0,9,8,0,
38738,477,11405,0,9,42,0,
38928,477,11405,0,9,39,0,
38653,477,11405,0,9,41,0,
38625,477,11405,0,9,43,0,
35317,477,11327,0,9,45,0,
35306,477,11327,0,9,46,0,
35314,477,11327,0,9,44,0,
35194,477,11327,0,9,44,0,
39686,310,11327,0,9,41,0,
38965,310,11327,0,9,87,0,
38836,310,11327,0,9,75,0,
49117,310,11327,0,9,89,0,
39008,310,11327,0,9,75,0,
38758,310,11327,0,9,77,0,
38807,310,11327,0,9,81,0,
39077,477,8156,0,9,69,0,
38830,477,8156,0,9,73,0,
39055,477,8156,0,9,74,0,
38899,477,8156,0,9,75,0,
38891,477,8156,0,9,79,0,
38923,477,11405,0,4,76,0,
38854,477,11405,0,4,47,0,
38805,477,11405,0,4,37,0,
38784,477,11405,0,4,45,0,
39227,477,11405,0,9,7,0,
38795,477,11405,0,9,7,0,
38839,477,11405,0,9,8,0,
38785,477,11405,0,9,7,0,
38831,477,11405,0,9,7,0,
38866,477,11405,0,9,41,0,
39082,477,11405,0,9,39,0,
38838,477,11405,0,9,39,0,
