PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
42130,3014,11405,0,9,71,0,
40152,3010,11405,0,9,67,0,
40133,3114,11405,0,9,68,0,
35311,3014,11327,0,9,75,0,
35281,3014,11327,0,9,66,0,
35299,3010,11327,0,9,70,0,
40169,310,11327,0,9,88,0,
41155,310,11327,0,9,114,0,
39830,310,11327,0,9,91,0,
39951,310,11327,0,9,93,0,
39910,3033,8156,0,9,104,0,
40010,3029,8156,0,9,97,0,
40155,3029,8156,0,9,97,0,
40828,3617,11405,0,4,91,0,
39686,3001,11405,0,4,60,0,
39762,3033,11405,0,4,61,0,
39809,3033,11405,0,4,67,0,
39648,3033,11405,0,9,5,0,
39591,3033,11405,0,9,5,0,
39776,3029,11405,0,9,6,0,
39616,3029,11405,0,9,64,0,
40596,3567,11405,0,9,90,0,
39668,3033,11405,0,9,64,0,
39599,3033,11405,0,9,65,0,
35374,3033,11327,0,9,69,0,
35336,3033,11327,0,9,69,0,
35283,3029,11327,0,9,68,0,
36213,3029,11327,0,9,75,0,
41034,310,11327,0,9,126,0,
39927,310,11327,0,9,105,0,
39940,310,11327,0,9,101,0,
39911,310,11327,0,9,106,0,
39976,310,11327,0,9,104,0,
39880,310,11327,0,9,87,0,
39808,310,11327,0,9,103,0,
40025,3029,8156,0,9,98,0,
41141,3653,8156,0,9,125,0,
40070,3033,8156,0,9,102,0,
39885,3033,8156,0,9,97,0,
39878,3033,8156,0,9,101,0,
39967,3029,11405,0,4,61,0,
39735,3029,11405,0,4,65,0,
40799,3664,11405,0,4,92,0,
39909,3033,11405,0,4,59,0,
40390,3033,11405,0,9,3,0,
39792,3033,11405,0,9,3,0,
39794,3029,11405,0,9,4,0,
39819,3029,11405,0,9,6,0,
39925,3029,11405,0,9,80,0,
39823,3033,11405,0,9,66,0,
39984,3033,11405,0,9,72,0,
40024,2687,11405,0,9,68,0,
39930,3031,11405,0,9,67,0,
35739,3029,11327,0,9,62,0,
35579,3029,11327,0,9,69,0,
35596,3503,11327,0,9,89,0,
35555,3033,11327,0,9,68,0,
35564,3033,11327,0,9,61,0,
40265,310,11327,0,9,101,0,
40045,310,11327,0,9,99,0,
40168,310,11327,0,9,96,0,
40138,310,11327,0,9,105,0,
40140,310,11327,0,9,106,0,
40056,3033,8156,0,9,103,0,
40033,3033,8156,0,9,94,0,
40044,3033,8156,0,9,100,0,
46890,3029,8156,0,9,102,0,
40151,3029,8156,0,9,97,0,
41357,3652,11405,0,4,91,0,
40019,3033,11405,0,4,63,0,
40007,3033,11405,0,4,59,0,
39922,3033,11405,0,4,61,0,
40062,3029,11405,0,4,59,0,
39861,3029,11405,0,9,7,0,
39909,3029,11405,0,9,4,0,
39978,3033,11405,0,9,7,0,
39895,3033,11405,0,9,3,0,
39874,3033,11405,0,9,6,0,
39926,3031,11405,0,9,66,0,
39832,3029,11405,0,9,66,0,
39937,3029,11405,0,9,61,0,
40905,3506,11405,0,9,94,0,
35564,3033,11327,0,9,72,0,
35531,3033,11327,0,9,76,0,
35581,3033,11327,0,9,72,0,
35635,3033,11327,0,9,71,0,
35602,3029,11327,0,9,69,0,
40279,310,11327,0,9,97,0,
41036,310,11327,0,9,131,0,
40086,310,11327,0,9,97,0,
40033,310,11327,0,9,87,0,
40029,310,11327,0,9,103,0,
40147,3033,8156,0,9,99,0,
40111,3029,8156,0,9,98,0,
40112,3029,8156,0,9,106,0,
41008,3646,8156,0,9,117,0,
40261,3033,8156,0,9,103,0,
39928,3033,11405,0,4,66,0,
39888,3033,11405,0,4,73,0,
40093,2687,11405,0,4,65,0,
39972,3029,11405,0,4,62,0,
39935,3029,11405,0,4,63,0,
40027,3033,11405,0,9,3,0,
39838,3033,11405,0,9,6,0,
39861,3033,11405,0,9,4,0,
39851,3033,11405,0,9,5,0,
39900,3029,11405,0,9,5,0,
39980,3029,11405,0,9,61,0,
39774,3033,11405,0,9,61,0,
40068,3033,11405,0,9,63,0,
39869,3033,11405,0,9,62,0,
39922,3033,11405,0,9,67,0,
35607,3029,11327,0,9,69,0,
35510,3029,11327,0,9,69,0,
35532,3564,11327,0,9,92,0,
35647,3033,11327,0,9,70,0,
35544,3033,16151,0,9,291,0,
40523,2687,8156,0,9,102,0,
40235,3031,8156,0,9,107,0,
40108,3029,8156,0,9,100,0,
40057,3029,8156,0,9,93,0,
40930,310,11327,0,9,124,0,
40092,310,11327,0,9,94,0,
40144,310,11327,0,9,88,0,
40114,310,11327,0,9,95,0,
39988,310,11327,0,9,95,0,
39920,3033,11405,0,4,73,0,
39824,3029,11405,0,4,61,0,
39819,3029,11405,0,4,65,0,
40844,3719,11405,0,4,91,0,
39969,3033,11405,0,4,60,0,
39886,3033,11405,0,9,7,0,
39878,3033,11405,0,9,5,0,
39873,3029,11405,0,9,5,0,
39847,3029,11405,0,9,5,0,
40856,3642,11405,0,9,4,0,
39896,3033,11405,0,9,60,0,
39902,3033,11405,0,9,63,0,
39925,3033,11405,0,9,63,0,
39838,3029,11405,0,9,61,0,
39888,3029,11405,0,9,65,0,
35466,3029,11327,0,9,74,0,
35490,3001,11327,0,9,70,0,
35522,3033,11327,0,9,64,0,
35657,3033,11327,0,9,67,0,
35515,3033,11327,0,9,69,0,
40424,3031,8156,0,9,96,0,
40193,3029,8156,0,9,96,0,
40002,3029,8156,0,9,99,0,
40786,3569,8156,0,9,114,0,
40175,3033,10890,0,9,350,0,
40614,310,11327,0,9,105,0,
40038,310,11327,0,9,97,0,
40063,310,11327,0,9,93,0,
40042,310,11327,0,9,92,0,
39918,3029,11405,0,4,69,0,
39861,3033,11405,0,4,59,0,
39877,3033,11405,0,4,70,0,
40024,3033,11405,0,4,62,0,
40039,3033,11405,0,4,60,0,
39941,3029,11405,0,9,5,0,
39929,3029,11405,0,9,5,0,
40837,3585,11405,0,9,5,0,
39974,3033,11405,0,9,4,0,
39908,3033,11405,0,9,5,0,
40100,3033,11405,0,9,63,0,
40031,3031,11405,0,9,66,0,
39793,3029,11405,0,9,67,0,
39842,3029,11405,0,9,70,0,
40562,3569,11405,0,9,75,0,
35475,3033,11327,0,9,71,0,
35604,3033,11327,0,9,70,0,
35642,3033,11327,0,9,64,0,
35577,3033,11327,0,9,68,0,
35481,3029,11327,0,9,68,0,
40120,3029,8156,0,9,103,0,
40996,3540,8156,0,9,119,0,
40086,3033,8156,0,9,97,0,
40352,3033,8156,0,9,102,0,
40059,3033,8156,0,9,101,0,
40176,310,11327,0,9,96,0,
40059,310,11327,0,9,97,0,
39992,310,11327,0,9,90,0,
40028,310,11327,0,9,92,0,
40039,310,11327,0,9,100,0,
39909,3033,11405,0,4,66,0,
39973,3033,11405,0,4,64,0,
39970,3029,11405,0,4,63,0,
39912,3029,11405,0,4,66,0,
50488,3700,11405,0,4,107,0,
39821,3033,11405,0,4,62,0,
39850,3033,11405,0,4,63,0,
39856,3033,11405,0,4,62,0,
40008,3029,11405,0,4,64,0,
39878,3029,11405,0,9,7,0,
39954,3029,11405,0,9,5,0,
40219,2655,11405,0,9,5,0,
39966,3033,11405,0,9,5,0,
39950,3033,11405,0,9,7,0,
39845,3033,11405,0,9,64,0,
39908,3033,11405,0,9,61,0,
39830,3029,11405,0,9,65,0,
39833,3029,11405,0,9,61,0,
40972,3677,11405,0,9,95,0,
35484,2706,11327,0,9,73,0,
35686,3033,11327,0,9,66,0,
35554,3033,11327,0,9,65,0,
35478,3029,11327,0,9,69,0,
35483,3029,11327,0,9,65,0,
40153,3024,8156,0,9,101,0,
40000,3033,8156,0,9,89,0,
40116,3033,8156,0,9,110,0,
40051,3033,8156,0,9,98,0,
39972,3033,8156,0,9,92,0,
40083,310,11327,0,9,93,0,
39922,310,11327,0,9,96,0,
41167,310,11327,0,9,125,0,
40101,310,11327,0,9,97,0,
39954,310,11327,0,9,92,0,
39940,3033,11405,0,4,62,0,
39920,3029,11405,0,4,62,0,
39956,2702,11405,0,4,60,0,
41045,3773,11405,0,4,91,0,
39947,3033,11405,0,4,73,0,
39967,3033,11405,0,9,6,0,
39915,3033,11405,0,9,4,0,
39948,3029,11405,0,9,6,0,
39890,3029,11405,0,9,6,0,
40042,3133,11405,0,9,6,0,
40042,3033,11405,0,9,66,0,
39916,3033,11405,0,9,67,0,
39834,3033,11405,0,9,62,0,
39913,3033,11405,0,9,61,0,
40032,3029,11405,0,9,60,0,
39968,3029,11405,0,9,58,0,
40992,3621,11405,0,9,80,0,
39939,3033,11405,0,9,61,0,
39858,3033,11405,0,9,62,0,
35520,3033,11327,0,9,76,0,
35556,3031,11327,0,9,68,0,
35591,3029,11327,0,9,68,0,
35509,3029,11327,0,9,67,0,
35505,3724,11327,0,9,100,0,
40026,3033,8156,0,9,102,0,
39987,3033,8156,0,9,97,0,
40029,3031,8156,0,9,93,0,
40040,3029,8156,0,9,93,0,
40106,3029,8156,0,9,99,0,
41159,310,11327,0,9,121,0,
40117,310,11327,0,9,99,0,
39982,310,11327,0,9,99,0,
40085,310,11327,0,9,97,0,
40107,310,11327,0,9,89,0,
40231,3029,11405,0,4,69,0,
40999,3509,11405,0,4,83,0,
39917,3033,11405,0,4,57,0,
40003,3033,11405,0,4,61,0,
39908,3033,11405,0,4,63,0,
40017,3029,11405,0,9,6,0,
39971,3029,11405,0,9,5,0,
39958,3029,11405,0,9,6,0,
41086,3631,11405,0,9,5,0,
39913,3033,11405,0,9,5,0,
39857,3033,11405,0,9,61,0,
39841,3033,11405,0,9,60,0,
40060,3029,11405,0,9,65,0,
39990,3029,11405,0,9,66,0,
40894,3708,11405,0,9,91,0,
35485,3033,11327,0,9,65,0,
35538,3033,11327,0,9,68,0,
35636,2706,11327,0,9,71,0,
35517,3029,11327,0,9,75,0,
47442,3030,15867,0,9,83,0,
35512,3029,11327,0,9,78,0,
35523,3033,11327,0,9,64,0,
35607,3033,11327,0,9,69,0,
35623,3033,11327,0,9,69,0,
40071,3033,8156,0,9,106,0,
40105,3029,8156,0,9,103,0,
40119,3029,8156,0,9,100,0,
41215,3693,8156,0,9,125,0,
40024,3033,8156,0,9,97,0,
39991,310,11327,0,9,108,0,
40114,310,11327,0,9,101,0,
40074,310,11327,0,9,99,0,
40003,310,11327,0,9,93,0,
40136,310,11327,0,9,96,0,
40220,3001,11405,0,4,60,0,
40030,2706,11405,0,4,62,0,
40069,3033,11405,0,4,61,0,
39907,3033,11405,0,4,66,0,
39860,3033,11405,0,4,65,0,
40029,3029,11405,0,9,6,0,
39978,3029,11405,0,9,7,0,
40812,3557,11405,0,9,5,0,
39890,3033,11405,0,9,5,0,
39917,3033,11405,0,9,5,0,
39926,3033,11405,0,9,70,0,
39753,3033,11405,0,9,66,0,
39827,3029,11405,0,9,66,0,
40241,3029,11405,0,9,64,0,
40821,3599,11405,0,9,89,0,
35526,3033,11327,0,9,71,0,
35481,3033,11327,0,9,70,0,
35568,3033,11327,0,9,74,0,
35598,3029,11327,0,9,76,0,
35595,3029,11327,0,9,69,0,
40220,3029,8156,0,9,107,0,
40373,3194,8156,0,9,112,0,
40079,3033,8156,0,9,102,0,
40351,3033,8156,0,9,110,0,
40020,310,11327,0,9,93,0,
39951,310,11327,0,9,89,0,
40026,310,11327,0,9,94,0,
40867,310,11327,0,9,109,0,
40007,310,11327,0,9,86,0,
39941,3033,11405,0,4,67,0,
39915,3033,11405,0,4,56,0,
39943,3033,11405,0,4,60,0,
39982,3029,11405,0,4,70,0,
39954,3029,11405,0,4,64,0,
40843,3504,11405,0,9,5,0,
40127,3001,11405,0,9,5,0,
40019,3033,11405,0,9,6,0,
39903,3033,11405,0,9,4,0,
39895,3033,11405,0,9,6,0,
40137,3033,11405,0,9,61,0,
40062,3029,11405,0,9,64,0,
39943,3029,11405,0,9,63,0,
40868,3771,11405,0,9,88,0,
39843,3033,11405,0,9,60,0,
35516,3033,11327,0,9,65,0,
35494,3033,11327,0,9,71,0,
35601,2702,11327,0,9,63,0,
35561,3029,11327,0,9,70,0,
35556,3029,11327,0,9,62,0,
40198,3033,8156,0,9,103,0,
40103,2706,8156,0,9,93,0,
40232,3033,8156,0,9,95,0,
40047,3031,8156,0,9,96,0,
39909,3029,8156,0,9,93,0,
40192,310,11327,0,9,105,0,
41040,310,11327,0,9,113,0,
40027,310,11327,0,9,101,0,
39985,310,11327,0,9,109,0,
40043,310,11327,0,9,92,0,
39960,310,11327,0,9,99,0,
39992,310,11327,0,9,87,0,
39974,310,11327,0,9,99,0,
40936,310,11327,0,9,115,0,
40018,3033,11405,0,4,69,0,
39990,3033,11405,0,4,61,0,
39985,3033,11405,0,4,72,0,
39894,3033,11405,0,4,57,0,
39967,3029,11405,0,4,72,0,
39866,3029,11405,0,9,4,0,
40877,3539,11405,0,9,5,0,
