4130.000000, 10560
4998.000000, 12808
4381.000000, 11226
5308.000000, 13616
4317.000000, 11054
4501.000000, 11524
3878.000000, 9922
5043.000000, 12946
5139.000000, 13186
4492.000000, 11512
3025.000000, 7708
5638.000000, 14468
5212.000000, 13374
5260.000000, 13492
4842.000000, 12430
3890.000000, 9946
3929.000000, 10048
3687.000000, 9412
4743.000000, 12142
4932.000000, 12650
4916.000000, 12612
4544.000000, 11652
4821.000000, 12354
4304.000000, 11016
3641.000000, 9284
4150.000000, 10618
4350.000000, 11136
4174.000000, 10680
3863.000000, 9862
5607.000000, 14396
5952.000000, 15294
4909.000000, 12586
4569.000000, 11702
4322.000000, 11062
4850.000000, 12446
4312.000000, 11056
3829.000000, 9754
3757.000000, 9608
4402.000000, 11270
7360.000000, 18938
6185.000000, 15896
4373.000000, 11184
3812.000000, 9742
4712.000000, 12074
3576.000000, 9136
4811.000000, 12340
4917.000000, 12618
5182.000000, 13286
4346.000000, 11128
3784.000000, 9642
4479.000000, 11474
5334.000000, 13688
5117.000000, 13132
4530.000000, 11588
5624.000000, 14450
4446.000000, 11374
4150.000000, 10626
5599.000000, 14382
4922.000000, 12608
6417.000000, 16498
3956.000000, 10112
4489.000000, 11498
3431.000000, 8742
5969.000000, 15334
4997.000000, 12802
5320.000000, 13646
4508.000000, 11562
4069.000000, 10398
4255.000000, 10874
3663.000000, 9334
4106.000000, 10504
4567.000000, 11706
5288.000000, 13568
4886.000000, 12508
5601.000000, 14380
4871.000000, 12476
4498.000000, 11508
4135.000000, 10558
4667.000000, 11970
4217.000000, 10804
4066.000000, 10400
4044.000000, 10346
3651.000000, 9312
5671.000000, 14566
4339.000000, 11112
4377.000000, 11218
3949.000000, 10088
3376.000000, 8494
3883.000000, 9904
4394.000000, 11240
5121.000000, 13140
4793.000000, 12284
4998.000000, 12700
4416.000000, 11324
4193.000000, 10732
3432.000000, 8756
4789.000000, 12268
5320.000000, 13668
4573.000000, 11706
3874.000000, 9914
5820.000000, 14934
4083.000000, 10444
4228.000000, 10822
4818.000000, 12352
3966.000000, 10134
3926.000000, 10050
4372.000000, 11194
3758.000000, 9604
4529.000000, 11604
5346.000000, 13722
5755.000000, 14772
4011.000000, 10250
3416.000000, 8724
3061.000000, 7778
3017.000000, 7680
3478.000000, 8884
5306.000000, 13608
5370.000000, 13788
4533.000000, 11616
3971.000000, 10136
3726.000000, 9524
4173.000000, 10676
4847.000000, 12430
3863.000000, 9890
4906.000000, 12582
5206.000000, 13354
3512.000000, 8948
4306.000000, 11014
5866.000000, 15072
4290.000000, 10992
4068.000000, 10394
4442.000000, 11372
3639.000000, 9284
4834.000000, 12396
4790.000000, 12296
4495.000000, 11500
3846.000000, 9824
3700.000000, 9466
3862.000000, 9848
3628.000000, 9250
6569.000000, 16878
5646.000000, 14490
5692.000000, 14604
3974.000000, 10166
4363.000000, 11156
3305.000000, 8424
3047.000000, 7758
3312.000000, 8418
4434.000000, 11354
6175.000000, 15876
3886.000000, 9916
4667.000000, 11970
4417.000000, 11316
5388.000000, 13832
4219.000000, 10800
4503.000000, 11540
4935.000000, 12640
3569.000000, 9120
3805.000000, 9724
5290.000000, 13572
5945.000000, 15264
5741.000000, 14740
4425.000000, 11340
4326.000000, 11054
3412.000000, 8684
3546.000000, 9050
3781.000000, 9672
6343.000000, 16296
4313.000000, 11046
4412.000000, 11298
4186.000000, 10710
3611.000000, 9226
3871.000000, 9904
5307.000000, 13614
4250.000000, 10864
4814.000000, 12326
3636.000000, 9282
4134.000000, 10580
3658.000000, 9310
4156.000000, 10632
4184.000000, 10712
3966.000000, 10154
4017.000000, 10270
3947.000000, 10096
3537.000000, 9022
4974.000000, 12766
6075.000000, 15600
3883.000000, 9918
4699.000000, 12044
4544.000000, 11634
3037.000000, 7718
2803.000000, 7108
5344.000000, 13704
4777.000000, 12244
3739.000000, 9564
4291.000000, 10986
4658.000000, 11934
3568.000000, 9108
5457.000000, 14012
4802.000000, 12308
4357.000000, 11162
6062.000000, 15584
3647.000000, 9322
3954.000000, 10112
6996.000000, 17986
5458.000000, 14002
4320.000000, 11048
3885.000000, 9922
3438.000000, 8780
3406.000000, 8694
3414.000000, 8700
6350.000000, 16308
5661.000000, 14516
5001.000000, 12820
4620.000000, 11838
3606.000000, 9206
4701.000000, 12046
4174.000000, 10658
4811.000000, 12330
3751.000000, 9578
4131.000000, 10558
5578.000000, 14304
4061.000000, 10374
4450.000000, 11368
4943.000000, 12684
4282.000000, 10948
3883.000000, 9918
3520.000000, 8978
3824.000000, 9744
4664.000000, 11936
5195.000000, 13328
6316.000000, 16228
4922.000000, 12626
4007.000000, 10254
3258.000000, 8290
