PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
40851,874,11405,0,9,73,0,
39327,651,11405,0,9,54,0,
35504,651,11327,0,9,58,0,
35624,651,11327,0,9,55,0,
35552,651,11327,0,9,53,0,
35545,651,11327,0,9,55,0,
39289,310,11327,0,9,88,0,
39285,310,11327,0,9,81,0,
39394,310,11327,0,9,82,0,
39274,651,8156,0,9,78,0,
39218,651,8156,0,9,76,0,
39240,651,8156,0,9,75,0,
39207,651,11405,0,4,55,0,
39160,651,11405,0,4,56,0,
39116,651,11405,0,4,56,0,
39159,651,11405,0,9,9,0,
39146,651,11405,0,9,7,0,
39119,651,11405,0,9,7,0,
39046,651,11405,0,9,7,0,
39190,651,11405,0,9,53,0,
39054,651,11405,0,9,56,0,
39114,651,11405,0,9,55,0,
35595,651,11327,0,9,57,0,
35540,651,11327,0,9,57,0,
35561,651,11327,0,9,52,0,
39591,310,11327,0,9,84,0,
39480,310,11327,0,9,81,0,
39356,310,11327,0,9,79,0,
39459,310,11327,0,9,86,0,
39492,651,8156,0,9,76,0,
39445,651,8156,0,9,79,0,
39409,651,8156,0,9,79,0,
39478,651,8156,0,9,78,0,
39420,651,11405,0,4,55,0,
39372,651,11405,0,4,54,0,
39429,651,11405,0,4,57,0,
39571,651,11405,0,9,5,0,
39500,651,11405,0,9,7,0,
39452,651,11405,0,9,7,0,
39545,651,11405,0,9,7,0,
52894,651,15906,0,9,7,0,
39510,651,11405,0,9,7,0,
39466,651,11405,0,9,8,0,
39460,651,11405,0,9,7,0,
39444,651,11405,0,9,7,0,
39586,651,11405,0,9,53,0,
39634,651,11405,0,9,56,0,
39482,651,11405,0,9,54,0,
39559,651,11405,0,9,52,0,
35988,651,11327,0,9,53,0,
35936,651,11327,0,9,57,0,
35948,651,11327,0,9,53,0,
35955,651,11327,0,9,53,0,
39948,310,11327,0,9,82,0,
39734,310,11327,0,9,77,0,
39679,310,11327,0,9,82,0,
39723,310,11327,0,9,82,0,
39850,310,11327,0,9,82,0,
39800,651,8156,0,9,74,0,
39714,651,8156,0,9,75,0,
39650,651,8156,0,9,78,0,
39715,651,8156,0,9,76,0,
39724,651,11405,0,4,62,0,
39560,651,11405,0,4,50,0,
39557,651,11405,0,4,57,0,
39665,651,11405,0,4,52,0,
39621,651,11405,0,4,58,0,
39642,651,11405,0,9,7,0,
39598,651,11405,0,9,7,0,
39598,651,11405,0,9,7,0,
39598,651,11405,0,9,8,0,
39689,651,11405,0,9,54,0,
39588,651,11405,0,9,54,0,
39519,651,11405,0,9,50,0,
39537,651,11405,0,9,53,0,
39498,651,11405,0,9,52,0,
36012,651,11327,0,9,52,0,
36002,651,11327,0,9,55,0,
36020,651,11327,0,9,56,0,
35951,651,11327,0,9,52,0,
39837,310,11327,0,9,83,0,
39766,310,11327,0,9,82,0,
39799,310,11327,0,9,86,0,
39769,310,11327,0,9,76,0,
39708,310,11327,0,9,78,0,
39722,651,8156,0,9,74,0,
39724,651,8156,0,9,72,0,
39699,651,8156,0,9,78,0,
39728,651,8156,0,9,77,0,
39643,651,11405,0,4,54,0,
39551,651,11405,0,4,54,0,
39649,651,11405,0,4,54,0,
39634,651,11405,0,4,59,0,
39714,651,11405,0,9,5,0,
39563,651,11405,0,9,7,0,
39572,651,11405,0,9,7,0,
39731,651,11405,0,9,7,0,
39592,651,11405,0,9,7,0,
39622,651,11405,0,9,59,0,
39582,651,11405,0,9,54,0,
39574,651,11405,0,9,50,0,
39635,651,11405,0,9,57,0,
39644,651,11405,0,9,53,0,
39573,651,11405,0,9,55,0,
39567,651,11405,0,9,49,0,
39600,651,11405,0,9,54,0,
39569,651,11405,0,9,54,0,
35933,651,11327,0,9,56,0,
36036,651,11327,0,9,55,0,
35963,651,11327,0,9,60,0,
35966,651,11327,0,9,54,0,
39796,310,11327,0,9,81,0,
39772,310,11327,0,9,83,0,
39680,310,11327,0,9,80,0,
39668,310,11327,0,9,79,0,
39771,310,11327,0,9,85,0,
39708,651,8156,0,9,75,0,
39657,651,8156,0,9,75,0,
39747,651,8156,0,9,73,0,
39752,651,8156,0,9,73,0,
39828,651,11405,0,4,54,0,
39590,651,11405,0,4,54,0,
39634,651,11405,0,4,56,0,
39603,651,11405,0,4,58,0,
39655,651,11405,0,4,56,0,
39750,651,11405,0,9,7,0,
39581,651,11405,0,9,7,0,
39498,651,11405,0,9,7,0,
39548,651,11405,0,9,11,0,
39631,651,11405,0,9,51,0,
39600,651,11405,0,9,56,0,
39571,651,11405,0,9,53,0,
39530,651,11405,0,9,51,0,
39541,651,11405,0,9,52,0,
35861,651,11327,0,9,54,0,
36041,651,11327,0,9,58,0,
35953,651,11327,0,9,55,0,
36045,651,11327,0,9,52,0,
39751,310,11327,0,9,88,0,
39717,310,11327,0,9,83,0,
39674,310,11327,0,9,81,0,
39736,310,11327,0,9,82,0,
36658,651,11327,0,9,75,0,
36166,651,11327,0,9,77,0,
36096,651,11327,0,9,75,0,
36090,651,11327,0,9,79,0,
36084,651,11327,0,9,79,0,
39717,651,8156,0,9,73,0,
39708,651,8156,0,9,74,0,
39706,651,8156,0,9,79,0,
39644,651,8156,0,9,78,0,
39548,651,11405,0,4,59,0,
39670,651,11405,0,4,52,0,
39578,651,11405,0,4,55,0,
39590,651,11405,0,4,54,0,
39598,651,11405,0,4,56,0,
39754,651,11405,0,9,7,0,
39554,651,11405,0,9,7,0,
39576,651,11405,0,9,7,0,
39600,651,11405,0,9,7,0,
39654,651,11405,0,9,53,0,
39551,651,11405,0,9,55,0,
39600,651,11405,0,9,53,0,
39606,651,11405,0,9,56,0,
39575,651,11405,0,9,57,0,
40626,310,11327,0,9,84,0,
39661,310,11327,0,9,84,0,
39574,310,11327,0,9,83,0,
39587,310,11327,0,9,81,0,
36079,651,11327,0,9,75,0,
36040,651,11327,0,9,72,0,
36090,651,11327,0,9,73,0,
36080,651,11327,0,9,75,0,
39877,651,11405,0,9,74,0,
39559,651,11405,0,9,60,0,
39514,651,11405,0,9,64,0,
39505,651,11405,0,9,60,0,
39502,651,11405,0,9,56,0,
