PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
40706,1309,11405,0,9,68,0,
39555,1307,11405,0,9,63,0,
39402,1305,11405,0,9,65,0,
35521,1305,11327,0,9,57,0,
35487,1162,11327,0,9,62,0,
35511,1305,11327,0,9,63,0,
39653,310,11327,0,9,77,0,
39521,310,11327,0,9,77,0,
39467,310,11327,0,9,77,0,
39468,310,11327,0,9,81,0,
39518,1309,8156,0,9,79,0,
39456,1166,8156,0,9,85,0,
39457,1305,8156,0,9,76,0,
39412,1305,11405,0,4,60,0,
39389,1305,11405,0,4,71,0,
39378,1305,11405,0,4,65,0,
39865,1384,11405,0,4,66,0,
39417,1309,11405,0,9,2,0,
39281,1166,11405,0,9,2,0,
39392,1309,11405,0,9,4,0,
39469,1309,11405,0,9,64,0,
39275,1309,11405,0,9,65,0,
39395,1309,11405,0,9,59,0,
39414,1305,11405,0,9,66,0,
35497,1162,11327,0,9,67,0,
35527,1162,11327,0,9,59,0,
35505,1305,11327,0,9,58,0,
45999,1277,16432,0,9,87,0,
35549,1309,11327,0,9,57,0,
35468,1309,11327,0,9,63,0,
35537,1309,11327,0,9,63,0,
39582,310,11327,0,9,77,0,
39620,310,11327,0,9,78,0,
39511,310,11327,0,9,80,0,
39522,310,11327,0,9,78,0,
39722,1162,8156,0,9,83,0,
39535,1305,8156,0,9,82,0,
39576,1162,8156,0,9,78,0,
39665,1305,8156,0,9,73,0,
39594,1309,11405,0,4,66,0,
39602,1309,11405,0,4,64,0,
39549,1309,11405,0,4,59,0,
39657,1309,11405,0,4,64,0,
39634,1309,11405,0,9,2,0,
39628,1309,11405,0,9,4,0,
39642,1307,11405,0,9,3,0,
39727,1305,11405,0,9,3,0,
39702,1162,11405,0,9,62,0,
39622,1162,11405,0,9,63,0,
39548,1305,11405,0,9,61,0,
39751,1277,11405,0,9,66,0,
39738,1309,11405,0,9,65,0,
39739,1166,11405,0,9,66,0,
39777,1309,11405,0,9,67,0,
39600,1309,11405,0,9,63,0,
39712,1309,11405,0,9,63,0,
35799,1309,11327,0,9,69,0,
35800,1307,11327,0,9,63,0,
35874,1305,11327,0,9,63,0,
35864,1305,11327,0,9,61,0,
35820,1305,11327,0,9,61,0,
39975,310,11327,0,9,88,0,
39900,310,11327,0,9,73,0,
39890,310,11327,0,9,79,0,
39816,310,11327,0,9,83,0,
39828,344,16457,0,9,373,0,
40020,1309,8156,0,9,77,0,
39849,1309,8156,0,9,72,0,
39874,1309,8156,0,9,82,0,
