PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
53663570,254003430,107384,19,55,593115,13,
60188982,247448732,93722,18,76,448006,23,
60189410,262969090,82652,15,52,404760,7,
60152767,263015411,85775,18,52,370013,0,
61665778,256861454,76098,15,51,360306,1,
63472724,249662871,88249,18,50,374642,1,
65222270,242544704,92379,18,47,448027,2,
65809045,239787726,85384,18,54,507159,2,
65809617,239938826,75546,14,44,560614,1,
65809054,239809130,119126,18,83,615891,26,
65810464,239818290,86421,18,54,652586,0,
64994668,239787319,83319,18,55,680780,1,
63371617,239907770,102444,15,50,685687,12,
61601161,239845434,84000,15,48,684496,2,
60211082,239696265,116414,17,64,687697,7,
60196459,239560916,85621,18,55,689986,3,
60178219,239662382,88807,15,50,692915,2,
60189136,239523150,96400,18,52,690046,4,
60178635,239552417,96077,18,56,688663,3,
60212771,239570564,105544,18,47,689601,5,
60178734,239619659,99714,18,52,689117,1,
60137247,239659405,86488,18,51,688198,11,
60182908,239647541,94925,18,57,643541,10,
60163977,239785052,85884,14,43,569045,11,
60200792,239715151,104458,18,55,503761,10,
60299589,239820164,104218,18,55,448236,16,
60252381,239884846,104018,18,39,409175,5,
60194660,239820238,90792,18,49,379464,10,
60178520,239831935,90146,18,54,354385,2,
60209298,239819339,104938,18,19,354852,17,
60185710,239822850,98516,18,16,421501,3,
60298387,239966234,78986,14,35,495892,24,
60331147,239840729,101179,18,38,538940,20,
60365551,239935875,69999,14,38,584030,43,
60387125,239731960,99566,18,48,622931,24,
60382947,239797779,111278,18,52,644836,28,
60389221,239830674,85154,14,36,672909,61,
60359743,239768382,82933,15,23,684637,18,
60288990,239614827,39251,14,65,687510,23,
60407834,239753155,34319,18,59,689597,4,
62386772,245695701,45254,18,101,742448,49,
60895501,239858643,34503,18,96,695347,4,
62628983,239796177,56916,10,149,765978,24,
60383444,239650759,47978,17,62,696048,42,
60391771,239613124,41711,18,88,692541,1,
60323103,239574758,44368,18,78,695059,5,
60323870,239662588,67324,18,59,679432,53,
60306021,239746924,41791,18,66,695834,4,
60289970,243777039,41989,18,71,695791,4,
60318272,249709378,52977,18,50,696693,45,
60315431,255481614,50803,14,69,652752,4,
60360783,261270283,40906,15,64,594178,1,
60383798,262285704,86761,15,80,521666,0,
60284883,262507010,86676,18,72,492636,2,
60324450,262440203,99726,18,80,447421,5,
60324563,262300059,96622,18,59,410730,0,
60319407,262408349,95428,18,81,380265,1,
61309128,258465121,83850,14,59,369762,4,
62854599,252103838,70223,14,69,361933,2,
64429412,245881823,94577,18,68,417487,4,
65802916,239966812,77344,14,47,474441,0,
65792684,240119699,114134,18,79,533150,11,
65799627,240015704,99872,18,67,579061,2,
65801174,240199464,94586,18,54,617634,2,
65795923,240364647,84468,14,76,650130,1,
65726220,240106851,91000,18,75,678162,1,
64251498,240067522,96481,17,81,691485,4,
62785261,240045507,104914,18,73,688867,50,
61223032,240024799,89020,18,59,692158,2,
60371263,239794488,100822,18,69,695601,1,
60357868,239754187,93181,18,91,695271,0,
60342805,240008675,85936,14,75,697383,1,
60336092,239711109,91675,15,70,700089,1,
60263455,239612995,84986,18,62,699966,0,
60291071,239737719,97471,18,75,695553,1,
60292859,239646991,84733,18,81,695432,2,
60213554,239596165,87451,18,54,695149,1,
60398196,239795805,97614,18,64,696309,2,
60392405,239666866,90811,14,69,661851,40,
60341850,239775320,101727,18,78,596034,1,
60307034,239861791,77660,15,70,546737,2,
60325376,239714959,105240,18,61,486569,2,
60293422,239842016,82213,15,65,443603,4,
60260520,239736056,85130,17,51,404334,37,
60699116,241346435,365514,15,126,384864,1912,
60658021,240209652,75555,15,104,387027,5,
60345222,239834763,93700,18,76,361973,1,
60301478,239922198,86751,18,12,379345,3,
60383684,240058717,95752,14,54,441696,10,
60847924,239930908,91154,15,65,490918,7,
60258348,239797568,96229,18,36,529015,4,
60353211,239843468,85505,15,32,573124,33,
60253611,239853663,74100,15,14,613803,1,
60323464,239918654,100107,17,42,648917,71,
60275873,239660075,88614,18,15,672857,4,
60323643,239665260,89474,17,45,686440,2,
60325350,239783299,58313,18,69,688548,35,
60261863,239595804,38598,18,54,675251,1,
60320729,239575318,41976,18,89,690963,47,
60240087,239593714,31228,18,58,693241,0,
60324852,239740626,41044,18,76,695353,3,
60304937,241857166,61827,17,60,703985,11,
60297877,247602209,30238,15,46,696728,0,
60268977,253909098,40314,18,49,648543,3,
60316828,259621069,40709,18,67,607749,12,
62548136,253659142,107513,18,140,625427,12,
62437385,256884102,81473,18,150,640226,1,
60331343,259277665,33190,14,75,618352,18,
60277822,262542150,96508,18,81,553093,0,
60465916,261852088,107371,18,83,485646,22,
60298465,262438673,95011,18,52,460761,1,
60299266,262571707,79626,14,49,425316,0,
60428444,262151493,81775,14,50,400722,10,
60651881,260851183,73866,15,51,370670,0,
62297679,254327760,86194,18,54,363623,6,
63797401,248412028,71473,14,45,390689,0,
65443175,241758973,89459,18,54,457106,0,
65795781,240178014,85713,14,44,514767,16,
65795839,240109928,79932,15,48,561093,0,
65796657,240283020,84870,15,52,609446,8,
65796425,240131019,86648,18,64,642249,0,
65790409,240139598,83177,15,50,670590,1,
64599846,240181956,72129,14,44,685550,0,
62973061,239991729,87480,18,55,686534,0,
61400577,239915575,86972,18,55,694018,16,
60359289,239900037,96068,18,55,692787,0,
60284723,239916218,77770,14,53,696174,0,
60799636,241908397,514674,18,139,702290,3057,
60271734,239665057,76451,14,48,695606,1,
60321293,239639163,91798,18,59,698530,0,
60290485,239605543,104006,18,45,701020,9,
60219141,239719329,72753,15,43,695487,0,
60240788,239689555,93542,18,51,693136,0,
60202916,239682828,77962,17,50,691163,0,
60272273,239683312,87300,18,57,662865,1,
61076494,239689199,98276,18,97,642386,45,
60293936,239681177,82864,14,65,572451,0,
60409191,239869562,88829,14,89,524897,4,
60312751,239981091,96454,18,83,469279,4,
60328155,239800858,92654,18,74,432781,3,
60263376,239938841,92682,17,68,399075,6,
60281544,240025786,89479,15,59,370652,3,
60236549,239827819,103766,18,64,360767,22,
60297970,240023629,103376,18,29,381310,2,
60283615,239808458,83834,17,28,437455,3,
60268219,239796889,105404,18,21,496622,21,
60361100,239930443,76084,14,31,554174,5,
60315535,239847885,110603,18,35,592166,3,
60254751,239754889,89621,18,30,633480,2,
60330443,239864694,80473,14,30,665665,2,
60504593,239674585,91483,18,19,682160,22,
60310816,239757113,95472,18,16,684821,2,
60342612,239604697,37566,18,74,687623,19,
60275535,239589952,32856,18,52,689943,0,
60342417,239923396,41331,18,56,699502,3,
60338947,239784945,48900,14,69,698280,22,
60297042,239626717,39126,18,49,697320,2,
60266307,244110904,40780,18,63,700622,18,
60383319,249999241,62489,18,51,699434,7,
60277623,255786982,30568,18,59,647214,3,
60342669,261707586,44505,14,67,588529,36,
60312616,262462549,96009,18,57,535540,4,
60286983,262592652,103545,18,68,482405,14,
60353452,262269216,95754,18,56,443287,17,
60335044,262281679,104542,18,52,405507,7,
60305593,262597176,100418,18,60,379125,30,
61664786,256839855,86514,17,63,362194,8,
63144727,250774211,94538,18,76,368452,9,
64745706,244571883,73464,15,46,431581,2,
65799462,239990267,107407,18,79,480649,19,
65795556,243009177,638261,18,127,528729,4417,
65801125,240053204,98739,17,95,570103,11,
65786593,240150726,97787,18,78,602286,4,
65803885,240121491,101282,17,54,645384,8,
65802364,240254098,86579,18,53,672666,3,
64598031,240187702,80295,15,52,678149,15,
62905348,239980570,80722,18,52,687039,0,
61415077,240162831,84492,15,45,693716,1,
60286652,239826737,85074,17,50,696099,0,
60280672,239970844,98503,18,62,695613,25,
60304464,239851365,86713,18,54,697781,3,
60317596,239754950,95924,15,51,690146,12,
60242320,239574435,79818,14,53,695051,0,
60219201,239577646,78510,14,41,693468,0,
60331694,239706340,81973,18,55,693375,0,
60278027,239847069,80565,18,56,696280,0,
60231879,239739801,80848,18,50,693693,0,
60256034,239728038,84832,18,56,636882,1,
60497914,239881882,106043,15,53,585880,122,
60301977,239815576,78577,14,51,534793,0,
60248532,239860687,77617,14,50,477863,0,
60285008,239824420,86496,18,56,429369,8,
60236313,239807915,88888,18,49,391633,8,
60314850,239930052,80627,14,46,369605,28,
60259039,239971855,73036,15,45,363220,8,
60295185,239820848,91801,18,12,379180,18,
60251431,239844910,85703,18,12,435952,27,
60327444,239830633,91894,18,20,501140,1,
60242467,239792016,94261,18,14,544716,31,
60280636,239746712,84697,18,14,589888,1,
60347701,239906345,71283,14,30,637885,21,
60236460,239617180,89900,18,15,657759,28,
60301836,239774217,74239,15,17,685425,17,
60249537,239627588,84652,18,19,682223,14,
60279017,239553637,36831,18,52,688458,38,
60266270,239774630,31134,14,48,692465,27,
60332742,239734664,32165,14,44,697480,45,
60288884,239620946,31257,18,50,695315,16,
