PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_ACCESS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_L3_ACCESS,PERF_COUNT_HW_CACHE_L3_MISS,
57754,9321,15258,0,13,5244,550,140215816492624,140215819225584,
55480,9358,15258,0,13,5247,550,140215816492624,140215819225584,
55011,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54904,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54643,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54373,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54364,9339,15258,0,13,5245,550,140215816492624,140215819225584,
53939,9358,15258,0,13,5247,550,140215816492624,140215819225584,
62649,9343,18923,0,13,6297,550,140215816492624,140215819225584,
54164,9350,15258,0,13,5246,550,140215816492624,140215819225584,
54036,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54408,9325,15258,0,13,5244,550,140215816492624,140215819225584,
54086,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53912,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54100,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53737,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53710,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53851,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54005,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54154,9354,15258,0,13,5247,550,140215816492624,140215819225584,
53881,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54079,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54104,9354,15258,0,13,5247,550,140215816492624,140215819225584,
53939,9347,15258,0,13,5246,550,140215816492624,140215819225584,
53935,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54121,9343,15258,0,13,5246,550,140215816492624,140215819225584,
53777,9347,15258,0,13,5246,550,140215816492624,140215819225584,
53964,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54020,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53815,9347,15258,0,13,5246,550,140215816492624,140215819225584,
53852,9347,15258,0,13,5246,550,140215816492624,140215819225584,
53951,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53897,9358,15258,0,13,5247,550,140215816492624,140215819225584,
53769,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54278,9328,15258,0,13,5244,550,140215816492624,140215819225584,
54019,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54293,9325,15258,0,13,5245,550,140215816492624,140215819225584,
54091,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54163,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54059,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54099,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54153,9350,15258,0,13,5246,550,140215816492624,140215819225584,
54132,9354,15258,0,13,5247,550,140215816492624,140215819225584,
53910,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54090,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54209,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54205,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54670,9068,15258,0,13,5195,550,140215816492624,140215819225584,
54212,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54624,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54184,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54316,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54198,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54525,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54464,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54443,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54348,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54152,9358,15258,0,13,5247,550,140215816492624,140215819225584,
55035,9343,15258,0,13,5246,550,140215816492624,140215819225584,
54600,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54873,9317,15258,0,13,5243,550,140215816492624,140215819225584,
54536,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54617,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54403,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54313,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54290,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54353,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54464,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54292,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54350,9350,15258,0,13,5246,550,140215816492624,140215819225584,
54457,9325,15258,0,13,5244,550,140215816492624,140215819225584,
54432,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54382,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54374,9350,15258,0,13,5246,550,140215816492624,140215819225584,
54434,9343,15258,0,13,5246,550,140215816492624,140215819225584,
54530,9317,15258,0,13,5243,550,140215816492624,140215819225584,
54304,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54371,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54387,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54459,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54391,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54381,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54408,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54527,9332,15258,0,13,5245,550,140215816492624,140215819225584,
54447,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54323,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54438,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54371,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54530,9350,15258,0,13,5246,550,140215816492624,140215819225584,
54366,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54354,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54398,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54387,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54442,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54393,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54343,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54381,9336,15258,0,13,5245,550,140215816492624,140215819225584,
54262,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54313,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54236,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54482,9343,15258,0,13,5246,550,140215816492624,140215819225584,
54508,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54311,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54347,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54250,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54238,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54540,9317,15258,0,13,5243,550,140215816492624,140215819225584,
54335,9358,15258,0,13,5247,550,140215816492624,140215819225584,
54338,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54382,9350,15258,0,13,5246,550,140215816492624,140215819225584,
54439,9347,15258,0,13,5246,550,140215816492624,140215819225584,
54425,9354,15258,0,13,5247,550,140215816492624,140215819225584,
54408,9358,15258,0,13,5247,550,140215816492624,140215819225584,
