PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_LLC_MISS,
49252,6378,11405,0,9,115,0,
35551,5986,11327,0,9,86,0,
42486,310,11327,0,9,110,0,
42468,310,11327,0,9,109,0,
42443,5986,8156,0,9,110,0,
42114,5986,11405,0,4,86,0,
42192,5984,11405,0,4,81,0,
42059,5984,11405,0,9,7,0,
42251,5983,11405,0,9,86,0,
42117,5992,11405,0,9,86,0,
35606,5985,11327,0,9,85,0,
42526,310,11327,0,9,108,0,
42075,310,11327,0,9,108,0,
42570,5984,8156,0,9,107,0,
42141,5985,8156,0,9,107,0,
42301,5992,11405,0,4,82,0,
42544,5985,11405,0,9,5,0,
42277,5991,11405,0,9,5,0,
42739,5983,11405,0,9,86,0,
42385,5985,11405,0,9,88,0,
35855,5984,11327,0,9,89,0,
35782,5984,11327,0,9,86,0,
42922,310,11327,0,9,115,0,
42539,310,11327,0,9,112,0,
42845,5989,8156,0,9,115,0,
42605,5986,8156,0,9,113,0,
42706,5985,11405,0,4,82,0,
42446,5983,11405,0,4,77,0,
42559,5990,11405,0,9,6,0,
42272,5984,11405,0,9,6,0,
42433,5989,11405,0,9,89,0,
42252,5983,11405,0,9,88,0,
35932,5986,11327,0,9,87,0,
35852,5992,11327,0,9,84,0,
42665,310,11327,0,9,108,0,
42469,310,11327,0,9,105,0,
42551,5984,8156,0,9,109,0,
42541,5985,8156,0,9,112,0,
42664,5984,11405,0,4,111,0,
42438,5983,11405,0,4,89,0,
42414,5983,11405,0,4,82,0,
42306,5983,11405,0,9,9,0,
42439,5990,11405,0,9,5,0,
42520,5992,11405,0,9,74,0,
42251,5984,11405,0,9,86,0,
35888,5984,11327,0,9,80,0,
35929,5986,11327,0,9,87,0,
42644,310,11327,0,9,110,0,
42549,310,11327,0,9,114,0,
42714,5984,8156,0,9,105,0,
42812,5983,8156,0,9,104,0,
42502,5985,11405,0,4,90,0,
42557,5992,11405,0,4,84,0,
42372,5985,11405,0,9,7,0,
42454,5984,11405,0,9,9,0,
42554,5992,11405,0,9,88,0,
42465,5985,11405,0,9,88,0,
35871,5989,11327,0,9,92,0,
35922,5985,11327,0,9,90,0,
42670,310,11327,0,9,109,0,
42598,310,11327,0,9,110,0,
42818,5985,8156,0,9,109,0,
42565,5983,8156,0,9,116,0,
42504,5984,11405,0,4,85,0,
