PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_ACCESS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_L3_ACCESS,PERF_COUNT_HW_CACHE_L3_MISS,
569947,102,3953,0,15,5841,1721,0,0,
720709,123,4376,0,4,0,896,0,0,
399419,17094,17696,0,18,9885,0,0,0,
18446744073675098007,80,17461,0,18,8749,3892,0,0,
801371,117,6794,0,2,6420,1921,0,0,
717828,123,4382,0,4,0,904,0,0,
1690190,1343,13479,0,8,0,0,0,0,
398251,115,21226,0,18,9869,3693,0,0,
570632,98,3971,0,15,5770,1700,0,0,
799724,119,6924,0,2,6512,1903,0,0,
719200,123,4346,0,4,0,894,0,0,
395540,1414,23467,0,24,11565,0,0,0,
567510,97,3982,0,15,5708,1720,0,0,
807828,140,11068,0,2,6451,1915,0,0,
726243,123,4369,0,4,0,904,0,0,
1702453,1346,13496,0,19,0,0,0,0,
18446744073670157185,83,17424,0,18,8742,3889,0,0,
794554,119,6890,0,2,6471,1922,0,0,
1668936,1334,4591,0,6,0,0,0,0,
398304,1426,23545,0,24,11606,0,0,0,
18446744073666951264,80,17458,0,18,8703,3888,0,0,
800165,115,6781,0,2,6464,1916,0,0,
1672822,1340,4682,0,6,0,0,0,0,
394914,17229,17701,0,18,9921,0,0,0,
567439,98,3965,0,15,5748,1749,0,0,
795936,115,6903,0,2,6461,1927,0,0,
1707255,1350,13473,0,8,0,0,0,0,
633241,79,17475,0,18,8755,3883,0,0,
568793,97,3924,0,15,5756,1728,0,0,
724565,123,4361,0,4,0,913,0,0,
1705072,1333,13475,0,19,0,0,0,0,
18446744073673185542,85,17346,0,18,8748,3890,0,0,
797947,115,6837,0,2,6429,1921,0,0,
1667919,1339,4563,0,6,0,0,0,0,
395773,1414,23539,0,24,11584,0,0,0,
567009,98,3944,0,15,5729,1735,0,0,
810428,115,11139,0,2,6486,1927,0,0,
720253,123,4401,0,4,0,904,0,0,
1707045,1341,13487,0,19,0,0,0,0,
18446744073670267641,84,17560,0,18,8755,3893,0,0,
800940,115,6885,0,2,6458,1948,0,0,
716637,123,4335,0,4,0,893,0,0,
1692353,1349,13446,0,8,0,0,0,0,
395455,115,21011,0,19,9833,3749,0,0,
569166,97,3926,0,15,5712,1719,0,0,
796443,115,6816,0,2,6491,1929,0,0,
723205,123,4387,0,4,0,906,0,0,
395846,17212,17647,0,18,9909,0,0,0,
570814,98,3952,0,15,5758,1696,0,0,
808615,119,6872,0,2,3115,2067,16,9,
1700749,1348,13437,0,8,0,0,0,0,
634036,84,17424,0,18,8752,3892,0,0,
570300,97,4012,0,15,5705,1723,0,0,
718991,123,4419,0,4,0,892,0,0,
1698976,1333,13484,0,19,0,0,0,0,
18446744073673100721,81,17491,0,18,8694,3896,0,0,
800830,115,6957,0,2,6494,1919,0,0,
1672009,1328,4605,0,6,0,0,0,0,
397207,17043,17657,0,18,9876,0,0,0,
18446744073667042421,81,21775,0,19,8723,3894,0,0,
568103,97,3983,0,15,5703,1695,1,0,
720784,123,4363,0,4,0,901,0,0,
1701148,1353,13461,0,19,0,0,0,0,
18446744073673914866,80,17460,0,18,8790,3886,0,0,
798128,124,6879,0,2,6460,1928,0,0,
1677303,1356,4569,0,6,0,0,0,0,
396015,1408,23525,0,24,11610,0,0,0,
569905,98,3977,0,15,5730,1733,0,0,
812800,115,14078,0,2,6453,1933,0,0,
722782,123,4383,0,4,0,896,0,0,
1712720,1345,13473,0,19,0,0,0,0,
18446744073670279281,80,17397,0,18,8698,3889,0,0,
797017,115,6835,0,2,6491,1936,0,0,
740680,97,7307,0,4,0,904,0,0,
1691803,1348,13477,0,8,0,0,0,0,
631510,80,17332,0,18,8774,3893,0,0,
570638,98,3950,0,11,5842,3097,16,0,
720786,123,4328,0,4,0,900,0,0,
1705968,1338,13422,0,19,0,0,0,0,
18446744073672805244,80,17338,0,18,8748,3892,0,0,
799302,115,6912,0,2,6466,1935,0,0,
1665606,1339,4653,0,6,0,0,2,0,
397417,1419,23562,0,24,11596,0,0,0,
18446744073667037115,81,17420,0,18,8778,3884,0,0,
795145,115,6850,0,2,6417,1922,0,0,
744878,96,7319,0,4,0,917,0,0,
1703032,1356,13463,0,8,0,0,0,0,
633938,80,17447,0,18,8737,3884,0,0,
567569,97,3950,0,15,5720,1707,0,0,
714733,123,4342,0,4,0,899,0,0,
1697174,1338,13481,0,19,0,0,0,0,
18446744073673345576,88,17474,0,18,8736,3893,0,0,
795647,114,6801,0,2,6433,1916,0,0,
1667505,1337,4676,0,6,0,0,0,0,
397901,1409,23451,0,24,11555,0,0,0,
570222,98,3986,0,15,5739,1731,2,0,
811482,115,13750,0,2,6451,1922,1,0,
718601,123,4354,0,4,0,899,0,0,
1710270,1335,13461,0,19,0,0,0,0,
18446744073670256328,85,17497,0,18,8738,3885,0,0,
797000,115,6866,0,2,6507,1919,0,0,
722347,123,4358,0,4,0,907,0,0,
1703011,1347,13427,0,8,0,0,0,0,
631722,79,17424,0,18,8734,3884,0,0,
569381,97,3948,0,15,5728,1697,0,0,
719520,123,4357,0,4,0,896,2,0,
1686480,1322,13475,0,19,0,0,0,0,
18446744073673361658,81,17529,0,18,8753,3888,0,0,
795692,115,6872,0,2,6460,1908,1,0,
717132,124,4413,0,4,0,901,0,0,
1701884,1352,13430,0,8,0,0,0,0,
398453,17126,17688,0,18,9887,0,0,0,
567727,98,3927,0,15,5770,1714,0,0,
717571,123,4378,0,4,0,915,0,0,
1697741,1343,13459,0,8,0,0,0,0,
630990,79,17418,0,18,8751,3885,0,0,
567606,97,3924,0,15,5745,1690,0,0,
720167,123,4417,0,4,0,896,0,0,
1703077,1333,13471,0,19,0,0,0,0,
18446744073672750002,88,17420,0,18,8675,3887,0,0,
799855,123,6893,0,2,6463,1925,0,0,
725025,123,4410,0,4,0,904,0,0,
398103,1350,21607,0,22,2697,0,0,0,
394896,16995,17612,0,18,9860,0,0,0,
569563,98,3946,0,15,5706,1705,0,0,
720773,123,4386,0,4,0,905,0,0,
1700958,1345,13501,0,8,0,0,0,0,
629648,84,17399,0,18,8700,3894,0,0,
572554,98,3990,0,15,5722,1718,0,0,
717681,123,4374,0,4,0,882,0,0,
400435,1350,21563,0,22,2686,0,0,0,
6037,81,17364,0,18,8785,3887,0,0,
1035698,122,6835,0,2,6450,1932,0,0,
1699133,1332,13480,0,8,0,0,0,0,
632212,79,17420,0,18,8761,2486,0,0,
568672,98,3966,0,15,5709,1754,1,0,
1542617,1339,4384,0,4,0,5256,0,0,
