PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_ACCESS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_L3_ACCESS,PERF_COUNT_HW_CACHE_L3_MISS,
1644828,2757890,19459,0,14,1214859,550,140373600237136,140373602970096,
1659514,2757890,19675,0,14,1214926,550,140373600237136,140373602970096,
1614331,2757859,17702,1,16,1214302,550,140373600237136,140373602970096,
1636400,2757889,15258,0,13,1213617,550,140373600237136,140373602970096,
1607652,2757880,15258,0,13,1213616,550,140373600237136,140373602970096,
1638821,2757880,15258,0,13,1213616,550,140373600237136,140373602970096,
1606486,2757646,15258,0,13,1213579,550,140373600237136,140373602970096,
1646172,2757881,19415,0,14,1214851,550,140373600237136,140373602970096,
1603519,2757871,15258,0,13,1213615,550,140373600237136,140373602970096,
1640777,2757880,15258,0,13,1213616,550,140373600237136,140373602970096,
1610027,2757880,15258,0,13,1213616,550,140373600237136,140373602970096,
1641685,2757646,15258,0,13,1213579,550,140373600237136,140373602970096,
1607215,2757664,15258,0,13,1213581,550,140373600237136,140373602970096,
1642368,2757880,15258,0,13,1213616,550,140373600237136,140373602970096,
1608930,2757889,15258,0,13,1213617,550,140373600237136,140373602970096,
1637322,2757889,15258,0,13,1213617,550,140373600237136,140373602970096,
1607865,2757655,15258,0,13,1213580,550,140373600237136,140373602970096,
1636257,2757664,15258,0,13,1213581,550,140373600237136,140373602970096,
1608890,2757889,15258,0,13,1213617,550,140373600237136,140373602970096,
1653298,2757881,19709,0,14,1214953,550,140373600237136,140373602970096,
1611514,2757880,15258,0,13,1213616,550,140373600237136,140373602970096,
1643554,2757871,15258,0,13,1213615,550,140373600237136,140373602970096,
1607472,2757889,15258,0,13,1213617,550,140373600237136,140373602970096,
1639992,2757889,15258,0,13,1213617,550,140373600237136,140373602970096,
