PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_ACCESS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_L3_ACCESS,PERF_COUNT_HW_CACHE_L3_MISS,
116320,112534,15258,0,13,30460,550,140540604544592,140540607277552,
107550,112541,15258,0,13,30460,550,140540604544592,140540607277552,
105061,112391,15258,0,13,30385,550,140540604544592,140540607277552,
103042,112528,15258,0,13,30459,550,140540604544592,140540607277552,
101988,112081,15258,0,13,30314,550,140540604544592,140540607277552,
100277,112530,15258,0,13,30459,550,140540604544592,140540607277552,
100031,112510,15258,0,13,30458,550,140540604544592,140540607277552,
99742,112072,15258,0,13,30313,550,140540604544592,140540607277552,
100867,112521,15258,0,13,30459,550,140540604544592,140540607277552,
99833,112539,15258,0,13,30460,550,140540604544592,140540607277552,
98699,112409,15258,0,13,30387,550,140540604544592,140540607277552,
98541,112522,15258,0,13,30458,550,140540604544592,140540607277552,
98134,112523,15258,0,13,30459,550,140540604544592,140540607277552,
97836,112409,15258,0,13,30387,550,140540604544592,140540607277552,
98173,112532,15258,0,13,30460,550,140540604544592,140540607277552,
97922,112541,15258,0,13,30460,550,140540604544592,140540607277552,
97450,112501,15258,0,13,30457,550,140540604544592,140540607277552,
98721,112409,15258,0,13,30387,550,140540604544592,140540607277552,
98038,112512,15258,0,13,30458,550,140540604544592,140540607277552,
98226,112391,15258,0,13,30385,550,140540604544592,140540607277552,
97452,112512,15258,0,13,30458,550,140540604544592,140540607277552,
97400,112380,15258,0,13,30384,550,140540604544592,140540607277552,
97383,112512,15258,0,13,30458,550,140540604544592,140540607277552,
98147,112511,15258,0,13,30457,550,140540604544592,140540607277552,
98007,112521,15258,0,13,30459,550,140540604544592,140540607277552,
97978,112528,15258,0,13,30459,550,140540604544592,140540607277552,
98779,112409,15258,0,13,30387,550,140540604544592,140540607277552,
98173,112539,15258,0,13,30460,550,140540604544592,140540607277552,
98068,112052,15258,0,13,30311,550,140540604544592,140540607277552,
97216,112409,15258,0,13,30387,550,140540604544592,140540607277552,
97812,112521,15258,0,13,30459,550,140540604544592,140540607277552,
97673,112409,15258,0,13,30387,550,140540604544592,140540607277552,
97410,112512,15258,0,13,30458,550,140540604544592,140540607277552,
96326,112506,15258,0,13,30457,550,140540604544592,140540607277552,
96343,112523,15258,0,13,30459,550,140540604544592,140540607277552,
96934,112517,15258,0,13,30458,550,140540604544592,140540607277552,
96289,112521,15258,0,13,30459,550,140540604544592,140540607277552,
96721,112539,15258,0,13,30460,550,140540604544592,140540607277552,
95924,112512,15258,0,13,30458,550,140540604544592,140540607277552,
96139,112517,15258,0,13,30458,550,140540604544592,140540607277552,
96374,112409,15258,0,13,30387,550,140540604544592,140540607277552,
96098,112533,15258,0,13,30459,550,140540604544592,140540607277552,
95499,112532,15258,0,13,30460,550,140540604544592,140540607277552,
96380,112533,15258,0,13,30459,550,140540604544592,140540607277552,
96620,112523,15258,0,13,30459,550,140540604544592,140540607277552,
96057,112519,15258,0,13,30458,550,140540604544592,140540607277552,
95712,112526,15258,0,13,30459,550,140540604544592,140540607277552,
96058,112409,15258,0,13,30387,550,140540604544592,140540607277552,
95139,112063,15258,0,13,30312,550,140540604544592,140540607277552,
96216,112400,15258,0,13,30386,550,140540604544592,140540607277552,
96628,112533,15258,0,13,30459,550,140540604544592,140540607277552,
95174,112526,15258,0,13,30459,550,140540604544592,140540607277552,
95044,112541,15258,0,13,30460,550,140540604544592,140540607277552,
95221,112534,15258,0,13,30460,550,140540604544592,140540607277552,
98062,112530,15258,0,13,30459,550,140540604544592,140540607277552,
96153,112534,15258,0,13,30460,550,140540604544592,140540607277552,
96607,112400,15258,0,13,30386,550,140540604544592,140540607277552,
95680,112072,15258,0,13,30313,550,140540604544592,140540607277552,
96929,112523,15258,0,13,30459,550,140540604544592,140540607277552,
96234,112041,15258,0,13,30310,550,140540604544592,140540607277552,
96621,112521,15258,0,13,30459,550,140540604544592,140540607277552,
95888,112522,15258,0,13,30458,550,140540604544592,140540607277552,
95806,112081,15258,0,13,30314,550,140540604544592,140540607277552,
96034,112068,15258,0,13,30313,550,140540604544592,140540607277552,
96188,112532,15258,0,13,30460,550,140540604544592,140540607277552,
96438,112528,15258,0,13,30459,550,140540604544592,140540607277552,
95624,112532,15258,0,13,30460,550,140540604544592,140540607277552,
96060,112530,15258,0,13,30459,550,140540604544592,140540607277552,
95019,112521,15258,0,13,30459,550,140540604544592,140540607277552,
95534,112081,15258,0,13,30314,550,140540604544592,140540607277552,
95194,112526,15258,0,13,30459,550,140540604544592,140540607277552,
96035,112517,15258,0,13,30458,550,140540604544592,140540607277552,
95272,112532,15258,0,13,30460,550,140540604544592,140540607277552,
95171,112530,15258,0,13,30459,550,140540604544592,140540607277552,
94652,112512,15258,0,13,30458,550,140540604544592,140540607277552,
94723,112409,15258,0,13,30387,550,140540604544592,140540607277552,
94436,112409,15258,0,13,30387,550,140540604544592,140540607277552,
94848,112533,15258,0,13,30459,550,140540604544592,140540607277552,
93728,112532,15258,0,13,30460,550,140540604544592,140540607277552,
94050,112495,15258,0,13,30456,550,140540604544592,140540607277552,
94085,112521,15258,0,13,30459,550,140540604544592,140540607277552,
93615,112530,15258,0,13,30459,550,140540604544592,140540607277552,
93392,112063,15258,0,13,30312,550,140540604544592,140540607277552,
94721,112409,15258,0,13,30387,550,140540604544592,140540607277552,
94078,112534,15258,0,13,30460,550,140540604544592,140540607277552,
93897,112541,15258,0,13,30460,550,140540604544592,140540607277552,
94275,112409,15258,0,13,30387,550,140540604544592,140540607277552,
93904,112533,15258,0,13,30459,550,140540604544592,140540607277552,
93883,112521,15258,0,13,30459,550,140540604544592,140540607277552,
95765,112528,15258,0,13,30459,550,140540604544592,140540607277552,
95332,112534,15258,0,13,30460,550,140540604544592,140540607277552,
94891,112539,15258,0,13,30460,550,140540604544592,140540607277552,
94525,112521,15258,0,13,30459,550,140540604544592,140540607277552,
95092,112528,15258,0,13,30459,550,140540604544592,140540607277552,
94129,112526,15258,0,13,30459,550,140540604544592,140540607277552,
93845,112541,15258,0,13,30460,550,140540604544592,140540607277552,
93592,112532,15258,0,13,30460,550,140540604544592,140540607277552,
93551,112519,15258,0,13,30458,550,140540604544592,140540607277552,
95119,112409,15258,0,13,30387,550,140540604544592,140540607277552,
94437,112539,15258,0,13,30460,550,140540604544592,140540607277552,
94554,112523,15258,0,13,30459,550,140540604544592,140540607277552,
94110,112539,15258,0,13,30460,550,140540604544592,140540607277552,
94470,112409,15258,0,13,30387,550,140540604544592,140540607277552,
95245,112539,15258,0,13,30460,550,140540604544592,140540607277552,
94153,112523,15258,0,13,30459,550,140540604544592,140540607277552,
94467,112061,15258,0,13,30312,550,140540604544592,140540607277552,
94703,112409,15258,0,13,30387,550,140540604544592,140540607277552,
95232,112510,15258,0,13,30458,550,140540604544592,140540607277552,
95285,112400,15258,0,13,30386,550,140540604544592,140540607277552,
108358,112410,19415,0,14,31622,550,140540604544592,140540607277552,
95094,112528,15258,0,13,30459,550,140540604544592,140540607277552,
93994,112534,15258,0,13,30460,550,140540604544592,140540607277552,
94442,112528,15258,0,13,30459,550,140540604544592,140540607277552,
96390,112526,15258,0,13,30459,550,140540604544592,140540607277552,
95561,112539,15258,0,13,30460,550,140540604544592,140540607277552,
95367,112523,15258,0,13,30459,550,140540604544592,140540607277552,
95648,112539,15258,0,13,30460,550,140540604544592,140540607277552,
95399,112409,15258,0,13,30387,550,140540604544592,140540607277552,
94662,112528,15258,0,13,30459,550,140540604544592,140540607277552,
95394,112532,15258,0,13,30460,550,140540604544592,140540607277552,
94835,112409,15258,0,13,30387,550,140540604544592,140540607277552,
94452,112409,15258,0,13,30387,550,140540604544592,140540607277552,
93593,112081,15258,0,13,30314,550,140540604544592,140540607277552,
94107,112521,15258,0,13,30459,550,140540604544592,140540607277552,
95253,112409,15258,0,13,30387,550,140540604544592,140540607277552,
96313,112534,15258,0,13,30460,550,140540604544592,140540607277552,
96029,112539,15258,0,13,30460,550,140540604544592,140540607277552,
95394,112526,15258,0,13,30459,550,140540604544592,140540607277552,
94435,112541,15258,0,13,30460,550,140540604544592,140540607277552,
94018,112534,15258,0,13,30460,550,140540604544592,140540607277552,
94409,112533,15258,0,13,30459,550,140540604544592,140540607277552,
93984,112532,15258,0,13,30460,550,140540604544592,140540607277552,
94664,112539,15258,0,13,30460,550,140540604544592,140540607277552,
94360,112532,15258,0,13,30460,550,140540604544592,140540607277552,
94512,112528,15258,0,13,30459,550,140540604544592,140540607277552,
94171,112534,15258,0,13,30460,550,140540604544592,140540607277552,
93519,112541,15258,0,13,30460,550,140540604544592,140540607277552,
93320,112391,15258,0,13,30385,550,140540604544592,140540607277552,
93695,112517,15258,0,13,30458,550,140540604544592,140540607277552,
93537,112534,15258,0,13,30460,550,140540604544592,140540607277552,
93741,112063,15258,0,13,30312,550,140540604544592,140540607277552,
93819,112508,15258,0,13,30457,550,140540604544592,140540607277552,
93472,112523,15258,0,13,30459,550,140540604544592,140540607277552,
94317,112380,15258,0,13,30384,550,140540604544592,140540607277552,
93313,112409,15258,0,13,30387,550,140540604544592,140540607277552,
93251,112530,15258,0,13,30459,550,140540604544592,140540607277552,
93165,112521,15258,0,13,30459,550,140540604544592,140540607277552,
92962,112533,15258,0,13,30459,550,140540604544592,140540607277552,
93250,112526,15258,0,13,30459,550,140540604544592,140540607277552,
93590,112391,15258,0,13,30385,550,140540604544592,140540607277552,
93649,112532,15258,0,13,30460,550,140540604544592,140540607277552,
93643,112541,15258,0,13,30460,550,140540604544592,140540607277552,
94686,112409,15258,0,13,30387,550,140540604544592,140540607277552,
93527,112380,15258,0,13,30384,550,140540604544592,140540607277552,
93376,112521,15258,0,13,30459,550,140540604544592,140540607277552,
92649,112528,15258,0,13,30459,550,140540604544592,140540607277552,
93374,112532,15258,0,13,30460,550,140540604544592,140540607277552,
93018,112522,15258,0,13,30458,550,140540604544592,140540607277552,
93278,112526,15258,0,13,30459,550,140540604544592,140540607277552,
93215,112539,15258,0,13,30460,550,140540604544592,140540607277552,
93352,112409,15258,0,13,30387,550,140540604544592,140540607277552,
92810,112539,15258,0,13,30460,550,140540604544592,140540607277552,
92763,112526,15258,0,13,30459,550,140540604544592,140540607277552,
92860,112539,15258,0,13,30460,550,140540604544592,140540607277552,
92491,112409,15258,0,13,30387,550,140540604544592,140540607277552,
92847,112530,15258,0,13,30459,550,140540604544592,140540607277552,
92866,112521,15258,0,13,30459,550,140540604544592,140540607277552,
92876,112528,15258,0,13,30459,550,140540604544592,140540607277552,
92638,112532,15258,0,13,30460,550,140540604544592,140540607277552,
92899,112517,15258,0,13,30458,550,140540604544592,140540607277552,
94445,112380,15258,0,13,30384,550,140540604544592,140540607277552,
96298,112539,15258,0,13,30460,550,140540604544592,140540607277552,
95620,112499,15258,0,13,30457,550,140540604544592,140540607277552,
94890,112541,15258,0,13,30460,550,140540604544592,140540607277552,
94337,112380,15258,0,13,30384,550,140540604544592,140540607277552,
93897,112400,15258,0,13,30386,550,140540604544592,140540607277552,
93671,112532,15258,0,13,30460,550,140540604544592,140540607277552,
93016,112506,15258,0,13,30457,550,140540604544592,140540607277552,
92805,112409,15258,0,13,30387,550,140540604544592,140540607277552,
93732,112539,15258,0,13,30460,550,140540604544592,140540607277552,
94617,112523,15258,0,13,30459,550,140540604544592,140540607277552,
93745,112522,15258,0,13,30458,550,140540604544592,140540607277552,
92808,112532,15258,0,13,30460,550,140540604544592,140540607277552,
92801,112541,15258,0,13,30460,550,140540604544592,140540607277552,
93358,112409,15258,0,13,30387,550,140540604544592,140540607277552,
92590,112539,15258,0,13,30460,550,140540604544592,140540607277552,
93071,112521,15258,0,13,30459,550,140540604544592,140540607277552,
93391,112541,15258,0,13,30460,550,140540604544592,140540607277552,
95474,112532,15258,0,13,30460,550,140540604544592,140540607277552,
94645,112081,15258,0,13,30314,550,140540604544592,140540607277552,
95258,112517,15258,0,13,30458,550,140540604544592,140540607277552,
93688,112523,15258,0,13,30459,550,140540604544592,140540607277552,
93643,112541,15258,0,13,30460,550,140540604544592,140540607277552,
94890,112409,15258,0,13,30387,550,140540604544592,140540607277552,
